algorithm, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,4,5,3,110,-0.22221798731687006,-49778.95291161404,3.3157894736842106,80.0,172.0,14,8
pges,res/networks/win95pts,win95pts.xbif50001_,4,5,3,106,-0.2205904041278295,-49517.679737633225,3.1578947368421053,86.0,154.0,12,4
phc,res/networks/win95pts,win95pts.xbif50001_,4,5,3,95,-0.21531817216444507,-49588.22499412312,2.8947368421052633,74.0,146.0,13,4
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,4,5,5,102,-0.2389951410897871,-49268.85764766172,2.973684210526316,64.0,162.0,12,2
pges,res/networks/win95pts,win95pts.xbif50001_,4,5,5,134,-0.2310302321455641,-49712.49020242055,4.052631578947368,122.0,186.0,14,5
phc,res/networks/win95pts,win95pts.xbif50001_,4,5,5,122,-0.2352557734821102,-49691.33279523171,3.710526315789474,100.0,182.0,13,5
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,4,5,7,128,-0.23366269945129417,-49488.418423171854,3.763157894736842,100.0,186.0,14,3
pges,res/networks/win95pts,win95pts.xbif50001_,4,5,7,107,-0.22859944076678976,-49631.02267337423,3.1578947368421053,92.0,148.0,15,7
phc,res/networks/win95pts,win95pts.xbif50001_,4,5,7,105,-0.21645729409980233,-49658.82450374702,3.0789473684210527,78.0,156.0,11,2
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,4,5,11,103,-0.23366315828596482,-49318.18769643995,3.1052631578947367,70.0,166.0,10,1
pges,res/networks/win95pts,win95pts.xbif50001_,4,5,11,104,-0.22847059748583406,-49448.452445442585,3.0789473684210527,90.0,144.0,13,8
phc,res/networks/win95pts,win95pts.xbif50001_,4,5,11,116,-0.2392402408326072,-49557.919212635534,3.3947368421052633,88.0,170.0,13,2
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,4,5,13,95,-0.22632830351906483,-49403.22945086182,2.8421052631578947,50.0,166.0,11,1
pges,res/networks/win95pts,win95pts.xbif50001_,4,5,13,119,-0.23394267288930762,-49615.99006088759,3.5789473684210527,102.0,170.0,15,6
phc,res/networks/win95pts,win95pts.xbif50001_,4,5,13,133,-0.23227458425864253,-49752.659379645826,3.9473684210526314,116.0,184.0,12,2
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,4,5,17,113,-0.2262758960364907,-49317.48573974112,3.4473684210526314,96.0,166.0,12,3
pges,res/networks/win95pts,win95pts.xbif50001_,4,5,17,123,-0.2229680389392891,-49659.6073214903,3.5789473684210527,94.0,178.0,11,4
phc,res/networks/win95pts,win95pts.xbif50001_,4,5,17,134,-0.23233858188534207,-49816.27652998098,3.8947368421052633,122.0,174.0,13,5
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,4,5,19,138,-0.2378693991832294,-49860.06638749786,4.078947368421052,128.0,182.0,12,4
pges,res/networks/win95pts,win95pts.xbif50001_,4,5,19,113,-0.232190245720195,-49601.136714204986,3.289473684210526,92.0,158.0,15,6
phc,res/networks/win95pts,win95pts.xbif50001_,4,5,19,115,-0.22551858627143226,-49742.53528058347,3.526315789473684,106.0,162.0,11,2
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,4,5,23,116,-0.22693992641353603,-49400.10047842009,3.4210526315789473,86.0,174.0,11,2
pges,res/networks/win95pts,win95pts.xbif50001_,4,5,23,116,-0.21479852940864844,-49248.59448175011,3.4210526315789473,82.0,178.0,12,3
phc,res/networks/win95pts,win95pts.xbif50001_,4,5,23,107,-0.23173185099670435,-49912.93496042665,3.236842105263158,100.0,146.0,12,6
pfhcbes,res/networks/win95pts,win95pts.xbif50001_,4,5,29,104,-0.23824863556478068,-49387.642022318345,3.1578947368421053,80.0,160.0,11,2
pges,res/networks/win95pts,win95pts.xbif50001_,4,5,29,117,-0.23201501836955038,-49358.032829747666,3.6052631578947367,96.0,178.0,13,7
