algorithm,network,bbdd,threads,pges_threads,interleaving,seed,SHD,loglike,bdeu,deltaMB,deltaMB+,deltaMB-,iterations,time(s)
pges-jc,insurance,insurance.xbif50001_,4,4,15,-1,23,-0.5296507753521913,-67846.0445702597,52.0,4.0,48.0,6,1.186
pges-jc,insurance,insurance.xbif50001_,4,4,5,-1,21,-0.5129784101269119,-68040.81750621612,48.0,6.0,42.0,7,0.759
pges-jc,insurance,insurance.xbif50001_,8,8,10,-1,21,-0.4558982574872476,-67697.91377976604,44.0,0.0,44.0,100,4.262
pges-jc,insurance,insurance.xbif50001_,8,8,15,-1,20,-0.5146182502623715,-67742.03998468039,44.0,0.0,44.0,4,1.044
pges-jc,insurance,insurance.xbif50001_,8,8,5,-1,21,-0.48483326069070665,-67689.45958466326,44.0,0.0,44.0,100,4.271
pges-jc,insurance,insurance.xbif50002_,16,16,10,-1,21,-0.4597785225106248,-67142.52652235913,42.0,4.0,38.0,5,1.08
pges-jc,insurance,insurance.xbif50002_,16,16,15,-1,22,-0.4418583763123988,-67171.2321769546,44.0,6.0,38.0,3,1.232
pges-jc,insurance,insurance.xbif50002_,16,16,5,-1,22,-0.443535996020222,-67171.2321769546,44.0,6.0,38.0,4,1.138
pges-jc,insurance,insurance.xbif50002_,2,2,10,-1,21,-0.4850763722133389,-67263.81704846627,42.0,2.0,40.0,100,4.869
pges-jc,insurance,insurance.xbif50002_,2,2,15,-1,21,-0.48411269294017995,-67263.81704846627,42.0,2.0,40.0,100,5.113
pges-jc,insurance,insurance.xbif50002_,2,2,5,-1,21,-0.4850763722133389,-67263.81704846627,42.0,2.0,40.0,100,4.341
pges-jc,insurance,insurance.xbif50002_,4,4,10,-1,21,-0.46597217684020287,-67142.52652235913,42.0,4.0,38.0,4,0.833
pges-jc,insurance,insurance.xbif50002_,4,4,15,-1,24,-0.4738774140264328,-67260.16431942832,48.0,6.0,42.0,3,0.772
pges-jc,insurance,insurance.xbif50002_,4,4,5,-1,21,-0.46597217684020287,-67142.52652235913,42.0,4.0,38.0,6,1.021
pges-jc,insurance,insurance.xbif50002_,8,8,10,-1,21,-0.5001596070764746,-67263.81704846627,42.0,2.0,40.0,100,4.658
pges-jc,insurance,insurance.xbif50002_,8,8,15,-1,20,-0.49308134949296095,-67082.51717521875,40.0,4.0,36.0,100,4.622
pges-jc,insurance,insurance.xbif50002_,8,8,5,-1,21,-0.48139022493937955,-67274.50109149753,42.0,4.0,38.0,100,4.048
pges-jc,insurance,insurance.xbif50003_,16,16,10,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,4,1.195
pges-jc,insurance,insurance.xbif50003_,16,16,15,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,3,0.985
pges-jc,insurance,insurance.xbif50003_,16,16,5,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,5,1.033
pges-jc,insurance,insurance.xbif50003_,2,2,10,-1,23,0.0,-67862.88805359551,52.0,4.0,48.0,6,2.293
pges-jc,insurance,insurance.xbif50003_,2,2,15,-1,20,0.0,-67696.73599454155,42.0,0.0,42.0,100,4.987
pges-jc,insurance,insurance.xbif50003_,2,2,5,-1,20,0.0,-67691.89073293515,42.0,0.0,42.0,100,4.164
pges-jc,insurance,insurance.xbif50003_,4,4,10,-1,22,0.0,-68200.4890539528,48.0,6.0,42.0,100,3.392
pges-jc,insurance,insurance.xbif50003_,4,4,15,-1,23,0.0,-67862.88805359551,52.0,4.0,48.0,5,0.902
pges-jc,insurance,insurance.xbif50003_,4,4,5,-1,25,0.0,-68104.83660147013,56.0,10.0,46.0,100,3.32
pges-jc,insurance,insurance.xbif50003_,8,8,10,-1,20,0.0,-67696.73599454155,42.0,0.0,42.0,100,4.802
pges-jc,insurance,insurance.xbif50003_,8,8,15,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,4,1.061
pges-jc,insurance,insurance.xbif50003_,8,8,5,-1,20,0.0,-67696.73599454157,42.0,0.0,42.0,100,5.067
pges-jc,insurance,insurance.xbif50004_,16,16,10,-1,22,0.0,-67447.7513418818,46.0,4.0,42.0,100,5.894
pges-jc,insurance,insurance.xbif50004_,16,16,15,-1,23,0.0,-67490.31155127657,48.0,6.0,42.0,100,8.007
pges-jc,insurance,insurance.xbif50004_,16,16,5,-1,23,0.0,-67490.31155127657,48.0,6.0,42.0,100,5.579
pges-jc,insurance,insurance.xbif50004_,2,2,10,-1,24,0.0,-67575.58372220882,50.0,2.0,48.0,4,2.02
pges-jc,insurance,insurance.xbif50004_,2,2,15,-1,27,0.0,-67626.63596255363,58.0,6.0,52.0,4,2.028
pges-jc,insurance,insurance.xbif50004_,2,2,5,-1,23,0.0,-67496.1476850133,48.0,4.0,44.0,100,4.794
pges-jc,insurance,insurance.xbif50004_,4,4,10,-1,23,0.0,-67496.1476850133,48.0,4.0,44.0,100,3.044
pges-jc,insurance,insurance.xbif50004_,4,4,15,-1,25,0.0,-67535.72021794014,52.0,6.0,46.0,3,0.81
pges-jc,insurance,insurance.xbif50004_,4,4,5,-1,23,0.0,-67496.1476850133,48.0,4.0,44.0,100,2.671
pges-jc,insurance,insurance.xbif50004_,8,8,10,-1,24,0.0,-67575.58372220882,50.0,2.0,48.0,4,1.001
pges-jc,insurance,insurance.xbif50004_,8,8,15,-1,20,0.0,-67371.34139913313,42.0,4.0,38.0,100,4.31
pges-jc,insurance,insurance.xbif50004_,8,8,5,-1,23,0.0,-67496.1476850133,48.0,4.0,44.0,100,4.032
pges-jc,insurance,insurance.xbif50005_,16,16,10,-1,20,-0.5090399607469733,-67813.1477003641,44.0,0.0,44.0,4,1.111
pges-jc,insurance,insurance.xbif50005_,16,16,15,-1,20,-0.514662619482779,-67813.1477003641,44.0,0.0,44.0,3,0.994
pges-jc,insurance,insurance.xbif50005_,16,16,5,-1,20,-0.5163401407298778,-67813.1477003641,44.0,0.0,44.0,4,1.001
pges-jc,insurance,insurance.xbif50005_,2,2,10,-1,20,-0.5162957715094703,-67813.1477003641,44.0,0.0,44.0,7,2.239
pges-jc,insurance,insurance.xbif50005_,2,2,15,-1,24,-0.46493170919244625,-67807.34880483545,50.0,4.0,46.0,4,2.206
pges-jc,insurance,insurance.xbif50005_,2,2,5,-1,23,-0.46411637550764084,-67770.41464487783,50.0,4.0,46.0,7,2.041
pges-jc,insurance,insurance.xbif50005_,4,4,10,-1,22,-0.47001421463432774,-68299.96721520237,48.0,6.0,42.0,5,1.021
pges-jc,insurance,insurance.xbif50005_,4,4,15,-1,23,-0.5296507753521913,-67910.80667108645,52.0,4.0,48.0,7,1.369
pges-jc,insurance,insurance.xbif50005_,4,4,5,-1,24,-0.509680863169075,-67868.60261931879,52.0,4.0,48.0,6,0.881
pges-jc,insurance,insurance.xbif50005_,8,8,10,-1,20,-0.4824188170752444,-67726.10477116234,42.0,0.0,42.0,4,1.087
pges-jc,insurance,insurance.xbif50005_,8,8,15,-1,20,-0.5090399607469733,-67813.1477003641,44.0,0.0,44.0,4,1.069
pges-jc,insurance,insurance.xbif50005_,8,8,5,-1,20,-0.5162957715094703,-67813.1477003641,44.0,0.0,44.0,7,1.118
pges-jc,insurance,insurance.xbif50006_,16,16,10,-1,24,-0.5091109550157429,-68019.32010023012,52.0,4.0,48.0,4,1.1
pges-jc,insurance,insurance.xbif50006_,16,16,15,-1,24,-0.5147336137515487,-68019.32010023012,52.0,4.0,48.0,3,1.23
pges-jc,insurance,insurance.xbif50006_,16,16,5,-1,24,-0.5164111349986475,-68019.32010023012,52.0,4.0,48.0,4,0.881
pges-jc,insurance,insurance.xbif50006_,2,2,10,-1,24,-0.51636676577824,-68019.32010023012,52.0,4.0,48.0,6,1.942
pges-jc,insurance,insurance.xbif50006_,2,2,15,-1,24,-0.4921434022423873,-67907.08830974408,50.0,4.0,46.0,4,1.76
pges-jc,insurance,insurance.xbif50006_,2,2,5,-1,24,-0.51636676577824,-68019.32010023012,52.0,4.0,48.0,8,1.912
pges-jc,insurance,insurance.xbif50006_,4,4,10,-1,29,-0.533842475850937,-68170.2843695944,68.0,12.0,56.0,4,1.045
pges-jc,insurance,insurance.xbif50006_,4,4,15,-1,27,-0.5313961811968144,-68135.64664118047,60.0,8.0,52.0,3,0.733
pges-jc,insurance,insurance.xbif50006_,4,4,5,-1,24,-0.48117804951407667,-67907.08830974408,50.0,4.0,46.0,5,1.241
pges-jc,insurance,insurance.xbif50006_,8,8,10,-1,24,-0.4778538059986457,-67907.08830974408,50.0,4.0,46.0,6,1.294
pges-jc,insurance,insurance.xbif50006_,8,8,15,-1,27,-0.5297217696209611,-68135.64664118047,60.0,8.0,52.0,3,1.049
pges-jc,insurance,insurance.xbif50006_,8,8,5,-1,29,-0.5586110600217203,-68335.35724003408,68.0,14.0,54.0,5,1.17
pges-jc,insurance,insurance.xbif50007_,16,16,10,-1,25,-0.47684789614876083,-67587.74727948938,56.0,8.0,48.0,4,1.031
pges-jc,insurance,insurance.xbif50007_,16,16,15,-1,24,-0.5147336137515487,-67590.59922649202,52.0,4.0,48.0,100,5.508
pges-jc,insurance,insurance.xbif50007_,16,16,5,-1,24,-0.5045534861119363,-67590.59922649202,52.0,4.0,48.0,100,5.594
pges-jc,insurance,insurance.xbif50007_,2,2,10,-1,24,-0.51636676577824,-67590.59922649202,52.0,4.0,48.0,100,3.973
pges-jc,insurance,insurance.xbif50007_,2,2,15,-1,27,-0.46932312626179234,-67569.84110113927,58.0,8.0,50.0,4,2.115
pges-jc,insurance,insurance.xbif50007_,2,2,5,-1,27,-0.4811807751485033,-67569.84110113927,58.0,8.0,50.0,7,1.822
pges-jc,insurance,insurance.xbif50007_,4,4,10,-1,26,-0.4700852089030974,-68027.24561768243,56.0,10.0,46.0,100,3.208
pges-jc,insurance,insurance.xbif50007_,4,4,15,-1,27,-0.5178641207342503,-67682.71725974858,60.0,8.0,52.0,100,3.651
pges-jc,insurance,insurance.xbif50007_,4,4,5,-1,25,-0.5130494043956817,-67895.38256437102,56.0,10.0,46.0,100,2.955
pges-jc,insurance,insurance.xbif50007_,8,8,10,-1,24,-0.5060322686203524,-67544.12035209102,50.0,4.0,46.0,100,4.041
pges-jc,insurance,insurance.xbif50007_,8,8,15,-1,24,-0.5146892445311413,-67590.59922649202,52.0,4.0,48.0,100,5.732
pges-jc,insurance,insurance.xbif50007_,8,8,5,-1,27,-0.4811807751485033,-67569.84110113927,58.0,8.0,50.0,5,1.13
pges-jc,insurance,insurance.xbif50008_,16,16,10,-1,24,-0.5147336137515487,-67641.28154985272,52.0,4.0,48.0,4,1.067
pges-jc,insurance,insurance.xbif50008_,16,16,15,-1,24,-0.5028759648648378,-67641.28154985272,52.0,4.0,48.0,3,1.053
pges-jc,insurance,insurance.xbif50008_,16,16,5,-1,24,-0.5164111349986475,-67641.28154985272,52.0,4.0,48.0,5,1.098
pges-jc,insurance,insurance.xbif50008_,2,2,10,-1,24,-0.51636676577824,-67641.28154985272,52.0,4.0,48.0,5,2.607
pges-jc,insurance,insurance.xbif50008_,2,2,15,-1,24,-0.5280830271137409,-67641.28154985272,52.0,4.0,48.0,4,17.056
pges-jc,insurance,insurance.xbif50008_,2,2,5,-1,25,-0.5070781807478866,-67648.23094279546,54.0,4.0,50.0,8,2.488
pges-jc,insurance,insurance.xbif50008_,4,4,10,-1,26,-0.4718738077372111,-67665.67270517329,54.0,8.0,46.0,5,1.132
pges-jc,insurance,insurance.xbif50008_,4,4,15,-1,24,-0.5105712639355919,-67641.28154985272,52.0,4.0,48.0,4,0.808
pges-jc,insurance,insurance.xbif50008_,4,4,5,-1,28,-0.5097518574378448,-67680.3532525141,60.0,8.0,52.0,6,1.226
pges-jc,insurance,insurance.xbif50008_,8,8,10,-1,24,-0.51636676577824,-67641.28154985272,52.0,4.0,48.0,5,1.156
pges-jc,insurance,insurance.xbif50008_,8,8,15,-1,24,-0.49366282610367523,-67641.28154985272,52.0,4.0,48.0,4,1.248
pges-jc,insurance,insurance.xbif50008_,8,8,5,-1,29,-0.5960484034699312,-67909.64503242953,66.0,12.0,54.0,4,1.139
pges-jc,insurance,insurance.xbif50009_,16,16,10,-1,27,-0.5091855927726924,-68067.79422014757,58.0,8.0,50.0,3,0.973
pges-jc,insurance,insurance.xbif50009_,16,16,15,-1,26,-0.4966057557318595,-68121.19079144661,56.0,4.0,52.0,100,5.493
pges-jc,insurance,insurance.xbif50009_,16,16,5,-1,26,-0.4864256280922471,-68121.19079144661,56.0,4.0,52.0,100,7.933
pges-jc,insurance,insurance.xbif50009_,2,2,10,-1,25,-0.5070781807478866,-68083.65889419321,54.0,4.0,50.0,6,2.449
pges-jc,insurance,insurance.xbif50009_,2,2,15,-1,24,-0.4693204006273657,-68002.0927572314,50.0,4.0,46.0,4,2.569
pges-jc,insurance,insurance.xbif50009_,2,2,5,-1,24,-0.48117804951407667,-68002.0927572314,50.0,4.0,46.0,7,2.491
pges-jc,insurance,insurance.xbif50009_,4,4,10,-1,27,-0.460796623872744,-68580.36865223495,58.0,10.0,48.0,5,1.327
pges-jc,insurance,insurance.xbif50009_,4,4,15,-1,28,-0.5204331845906077,-68181.5292264776,62.0,8.0,54.0,100,3.359
pges-jc,insurance,insurance.xbif50009_,4,4,5,-1,28,-0.49521878518870194,-68430.0140423237,64.0,16.0,48.0,8,1.345
pges-jc,insurance,insurance.xbif50009_,8,8,10,-1,25,-0.47951170903235535,-68039.62465448478,52.0,4.0,48.0,4,1.239
pges-jc,insurance,insurance.xbif50009_,8,8,15,-1,25,-0.5054006595007878,-68083.65889419321,54.0,4.0,50.0,4,1.821
pges-jc,insurance,insurance.xbif50009_,8,8,5,-1,25,-0.4546561387191983,-68039.62465448478,52.0,4.0,48.0,5,1.154
pges-jc,insurance,insurance.xbif_,16,16,10,-1,24,-0.5091109550157429,-68093.78708528273,52.0,4.0,48.0,100,5.617
pges-jc,insurance,insurance.xbif_,16,16,15,-1,24,-0.5147336137515487,-68093.78708528273,52.0,4.0,48.0,100,5.686
pges-jc,insurance,insurance.xbif_,16,16,5,-1,24,-0.5164111349986475,-68093.78708528273,52.0,4.0,48.0,100,5.513
pges-jc,insurance,insurance.xbif_,2,2,10,-1,24,-0.5280830271137409,-68093.78708528273,52.0,4.0,48.0,100,4.501
pges-jc,insurance,insurance.xbif_,2,2,15,-1,24,-0.4921434022423873,-68024.62528413486,50.0,4.0,46.0,4,1.631
pges-jc,insurance,insurance.xbif_,2,2,5,-1,24,-0.51636676577824,-68093.78708528273,52.0,4.0,48.0,100,4.521
pges-jc,insurance,insurance.xbif_,4,4,10,-1,24,-0.4778538059986457,-68024.62528413486,50.0,4.0,46.0,4,0.666
pges-jc,insurance,insurance.xbif_,4,4,15,-1,24,-0.5105712639355919,-68093.78708528273,52.0,4.0,48.0,100,4.088
pges-jc,insurance,insurance.xbif_,4,4,5,-1,28,-0.5097518574378448,-68118.15628769074,60.0,8.0,52.0,100,3.004
pges-jc,insurance,insurance.xbif_,8,8,10,-1,24,-0.4778538059986457,-68024.62528413486,50.0,4.0,46.0,5,1.14
pges-jc,insurance,insurance.xbif_,8,8,15,-1,24,-0.5105712639355919,-68093.78708528273,52.0,4.0,48.0,100,4.409
pges-jc,insurance,insurance.xbif_,8,8,5,-1,24,-0.51636676577824,-68093.78708528273,52.0,4.0,48.0,100,4.524
pges-jc,link,link.xbif50001246_,16,16,10,-1,937,-0.48552253024270575,-1139333.152346493,1914.0,644.0,1270.0,16,692.808
pges-jc,link,link.xbif50001246_,16,16,15,-1,936,-0.4897053683575419,-1128716.2886772358,1904.0,636.0,1268.0,12,575.345
pges-jc,link,link.xbif50001246_,16,16,5,-1,967,-0.483613193179086,-1150420.172978648,2000.0,732.0,1268.0,27,981.717
pges-jc,link,link.xbif50001246_,2,2,10,-1,986,-0.48805695172244723,-1146725.552412343,2030.0,700.0,1330.0,52,1162.778
pges-jc,link,link.xbif50001246_,2,2,15,-1,986,-0.48805695172244723,-1146725.552412343,2030.0,700.0,1330.0,35,1058.118
pges-jc,link,link.xbif50001246_,2,2,5,-1,1004,-0.48661984030738936,-1148056.9954717879,2074.0,696.0,1378.0,100,1373.978
pges-jc,link,link.xbif50001246_,4,4,10,-1,966,-0.5056900308245782,-1143160.3351540738,1988.0,678.0,1310.0,35,997.565
pges-jc,link,link.xbif50001246_,4,4,15,-1,1001,-0.48714893212342386,-1154152.4865141162,2090.0,740.0,1350.0,24,905.075
pges-jc,link,link.xbif50001246_,4,4,5,-1,968,-0.48472981195673565,-1143298.2975964234,1990.0,678.0,1312.0,64,1360.008
pges-jc,link,link.xbif50001246_,8,8,10,-1,982,-0.48737585462492067,-1150447.6299415564,2048.0,746.0,1302.0,26,664.185
pges-jc,link,link.xbif50001246_,8,8,15,-1,994,-0.4913347788869119,-1154203.459649968,2068.0,744.0,1324.0,16,609.815
pges-jc,link,link.xbif50001246_,8,8,5,-1,1009,-0.48517184059030194,-1165094.3322183285,2122.0,802.0,1320.0,42,901.692
pges-jc,link,link.xbif50001_,16,16,10,-1,971,-0.48453503233385653,-1158280.9544539873,2054.0,738.0,1316.0,21,1239.831
pges-jc,link,link.xbif50001_,16,16,15,-1,982,-0.4842216292069372,-1154603.2899522746,2056.0,714.0,1342.0,11,519.576
pges-jc,link,link.xbif50001_,16,16,5,-1,941,-0.48513376894078963,-1147229.739243263,1968.0,704.0,1264.0,100,7684.641
pges-jc,link,link.xbif50001_,2,2,10,-1,988,-0.4860842778633509,-1154737.5204897837,2068.0,714.0,1354.0,65,3761.525
pges-jc,link,link.xbif50001_,2,2,15,-1,988,-0.48705778664638555,-1154650.056621445,2068.0,716.0,1352.0,46,3802.526
pges-jc,link,link.xbif50001_,2,2,5,-1,952,-0.49491739330737855,-1174494.073089381,1994.0,396.0,1598.0,100,3588.831
pges-jc,link,link.xbif50001_,4,4,10,-1,988,-0.4851854972989429,-1154570.5093155326,2068.0,716.0,1352.0,37,1445.698
pges-jc,link,link.xbif50001_,4,4,15,-1,972,-0.48659057123256033,-1147252.111415792,2008.0,676.0,1332.0,26,1350.291
pges-jc,link,link.xbif50001_,4,4,5,-1,990,-0.4851633949223871,-1154797.3769301816,2072.0,716.0,1356.0,71,1711.271
pges-jc,link,link.xbif50001_,8,8,10,-1,965,-0.48593142170306863,-1151008.5155660384,2012.0,750.0,1262.0,100,4513.606
pges-jc,link,link.xbif50001_,8,8,15,-1,996,-0.4864541503967594,-1154717.832516294,2072.0,736.0,1336.0,25,902.281
pges-jc,link,link.xbif50001_,8,8,5,-1,920,-0.4857463670379597,-1136497.9454181055,1902.0,690.0,1212.0,49,1911.09
pges-jc,link,link.xbif50002_,16,16,10,-1,950,-0.49816939111562264,-1141815.3451504447,1942.0,644.0,1298.0,19,1031.735
pges-jc,link,link.xbif50002_,16,16,15,-1,948,-0.4986433197866627,-1141909.0238267526,1930.0,638.0,1292.0,11,547.843
pges-jc,link,link.xbif50002_,16,16,5,-1,977,-0.4984550997835197,-1156553.26591923,2038.0,732.0,1306.0,29,1381.297
pges-jc,link,link.xbif50002_,2,2,10,-1,994,-0.4975122102370936,-1152708.5978124556,2052.0,706.0,1346.0,52,1203.506
pges-jc,link,link.xbif50002_,2,2,15,-1,996,-0.4987244650384003,-1152705.9724874573,2052.0,706.0,1346.0,36,1143.754
pges-jc,link,link.xbif50002_,2,2,5,-1,992,-0.49659836469138974,-1152818.7273667417,2048.0,694.0,1354.0,100,1486.396
pges-jc,link,link.xbif50002_,4,4,10,-1,924,-0.49762299987099107,-1141762.6168685423,1906.0,672.0,1234.0,37,1322.086
pges-jc,link,link.xbif50002_,4,4,15,-1,917,-0.49863961784965155,-1141791.188482241,1890.0,658.0,1232.0,27,1240.107
pges-jc,link,link.xbif50002_,4,4,5,-1,960,-0.49317937649613786,-1149094.0468564162,1986.0,718.0,1268.0,71,1755.274
pges-jc,link,link.xbif50002_,8,8,10,-1,898,-0.4962453224269799,-1126960.8777357617,1824.0,584.0,1240.0,19,487.36
pges-jc,link,link.xbif50002_,8,8,15,-1,951,-0.4977799234886675,-1141266.0700988485,1944.0,632.0,1312.0,12,310.082
pges-jc,link,link.xbif50002_,8,8,5,-1,940,-0.4943476812431151,-1141836.4919314533,1936.0,666.0,1270.0,32,634.842
pges-jc,link,link.xbif50003_,16,16,10,-1,1000,0.0,-1153874.6504597168,2088.0,764.0,1324.0,16,744.725
pges-jc,link,link.xbif50003_,16,16,15,-1,1013,0.0,-1154543.1339022855,2106.0,766.0,1340.0,11,523.126
pges-jc,link,link.xbif50003_,16,16,5,-1,962,0.0,-1149912.8750623206,2002.0,778.0,1224.0,29,1304.175
pges-jc,link,link.xbif50003_,2,2,10,-1,996,0.0,-1147302.650436235,2054.0,712.0,1342.0,65,3549.432
pges-jc,link,link.xbif50003_,2,2,15,-1,987,0.0,-1143480.7665091625,2024.0,692.0,1332.0,45,3444.581
pges-jc,link,link.xbif50003_,2,2,5,-1,946,0.0,-1165929.6105748645,1994.0,414.0,1580.0,100,3422.024
pges-jc,link,link.xbif50003_,4,4,10,-1,921,0.0,-1125293.508176087,1874.0,592.0,1282.0,41,1689.956
pges-jc,link,link.xbif50003_,4,4,15,-1,894,0.0,-1118023.669358155,1814.0,552.0,1262.0,28,1695.662
pges-jc,link,link.xbif50003_,4,4,5,-1,921,0.0,-1125340.2370298898,1874.0,592.0,1282.0,77,2024.325
pges-jc,link,link.xbif50003_,8,8,10,-1,959,0.0,-1143570.9943793537,1990.0,738.0,1252.0,25,713.62
pges-jc,link,link.xbif50003_,8,8,15,-1,953,0.0,-1139815.181107275,1952.0,694.0,1258.0,18,610.058
pges-jc,link,link.xbif50003_,8,8,5,-1,965,0.0,-1147161.8378506498,2002.0,736.0,1266.0,47,1148.016
pges-jc,link,link.xbif50004_,16,16,10,-1,911,0.0,-1136707.870221587,1876.0,700.0,1176.0,28,1751.206
pges-jc,link,link.xbif50004_,16,16,15,-1,966,0.0,-1140461.905201875,1976.0,700.0,1276.0,20,1242.37
pges-jc,link,link.xbif50004_,16,16,5,-1,960,0.0,-1140797.9454457478,1974.0,808.0,1166.0,41,2268.388
pges-jc,link,link.xbif50004_,2,2,10,-1,985,0.0,-1144405.350757952,2030.0,724.0,1306.0,100,1490.365
pges-jc,link,link.xbif50004_,2,2,15,-1,997,0.0,-1146261.9652824076,2056.0,730.0,1326.0,100,1512.202
pges-jc,link,link.xbif50004_,2,2,5,-1,981,0.0,-1144064.2573489153,2014.0,708.0,1306.0,100,1108.778
pges-jc,link,link.xbif50004_,4,4,10,-1,955,0.0,-1143955.8144749126,1956.0,706.0,1250.0,37,1130.853
pges-jc,link,link.xbif50004_,4,4,15,-1,952,0.0,-1140292.5849434347,1950.0,690.0,1260.0,100,3241.202
pges-jc,link,link.xbif50004_,4,4,5,-1,946,0.0,-1144127.957514075,1946.0,726.0,1220.0,69,1342.159
pges-jc,link,link.xbif50004_,8,8,10,-1,930,0.0,-1140249.3805842062,1914.0,678.0,1236.0,100,4272.527
pges-jc,link,link.xbif50004_,8,8,15,-1,937,0.0,-1140267.9661643084,1922.0,676.0,1246.0,100,4593.466
pges-jc,link,link.xbif50004_,8,8,5,-1,925,0.0,-1140278.5508860433,1906.0,684.0,1222.0,100,3466.254
pges-jc,link,link.xbif50005_,16,16,10,-1,923,0.0,-1140388.04862105,1896.0,676.0,1220.0,100,8527.936
pges-jc,link,link.xbif50005_,16,16,15,-1,964,0.0,-1150875.6532968571,1988.0,712.0,1276.0,100,8625.776
pges-jc,link,link.xbif50005_,16,16,5,-1,919,0.0,-1139976.9916752533,1900.0,668.0,1232.0,100,7697.391
pges-jc,link,link.xbif50005_,2,2,10,-1,954,0.0,-1143789.0394899794,1956.0,682.0,1274.0,100,4034.823
pges-jc,link,link.xbif50005_,2,2,15,-1,950,0.0,-1143621.0127837446,1942.0,674.0,1268.0,100,4203.94
pges-jc,link,link.xbif50005_,2,2,5,-1,955,0.0,-1159170.3738000432,1998.0,376.0,1622.0,100,3140.088
pges-jc,link,link.xbif50005_,4,4,10,-1,883,0.0,-1136029.8688833734,1808.0,628.0,1180.0,100,3055.234
pges-jc,link,link.xbif50005_,4,4,15,-1,886,0.0,-1136031.0689101303,1814.0,626.0,1188.0,100,3483.54
pges-jc,link,link.xbif50005_,4,4,5,-1,914,0.0,-1144797.1056855456,1936.0,758.0,1178.0,100,2535.137
pges-jc,link,link.xbif50005_,8,8,10,-1,1010,0.0,-1153876.2935955136,2086.0,788.0,1298.0,100,4658.28
pges-jc,link,link.xbif50005_,8,8,15,-1,973,0.0,-1151308.1346016787,2004.0,732.0,1272.0,100,7737.455
pges-jc,link,link.xbif50005_,8,8,5,-1,1015,0.0,-1154210.75008819,2106.0,804.0,1302.0,100,3893.342
pges-jc,link,link.xbif50006_,16,16,10,-1,957,0.0,-1136355.3022191206,1950.0,674.0,1276.0,15,642.944
pges-jc,link,link.xbif50006_,16,16,15,-1,928,0.0,-1128979.68309406,1882.0,614.0,1268.0,11,503.387
pges-jc,link,link.xbif50006_,16,16,5,-1,974,0.0,-1139995.0848501325,1982.0,750.0,1232.0,28,1130.544
pges-jc,link,link.xbif50006_,2,2,10,-1,1020,0.0,-1150973.0045591816,2086.0,736.0,1350.0,52,1047.958
pges-jc,link,link.xbif50006_,2,2,15,-1,1019,0.0,-1150889.8389213856,2084.0,736.0,1348.0,35,892.032
pges-jc,link,link.xbif50006_,2,2,5,-1,1032,0.0,-1151904.2439305598,2134.0,770.0,1364.0,100,1285.175
pges-jc,link,link.xbif50006_,4,4,10,-1,980,0.0,-1139845.8641834203,1994.0,676.0,1318.0,29,730.3
pges-jc,link,link.xbif50006_,4,4,15,-1,979,0.0,-1139836.4379441524,1994.0,676.0,1318.0,21,684.127
pges-jc,link,link.xbif50006_,4,4,5,-1,992,0.0,-1143506.0864990365,2024.0,696.0,1328.0,55,936.614
pges-jc,link,link.xbif50006_,8,8,10,-1,944,0.0,-1136379.138078283,1932.0,672.0,1260.0,27,35684.305
pges-jc,link,link.xbif50006_,8,8,15,-1,913,0.0,-1129050.037467661,1854.0,622.0,1232.0,18,665.316
pges-jc,link,link.xbif50006_,8,8,5,-1,944,0.0,-1136422.5709787514,1940.0,698.0,1242.0,49,1760.399
pges-jc,link,link.xbif50007_,16,16,10,-1,961,-0.49649062285295953,-1136802.8841153756,2008.0,708.0,1300.0,23,1366.474
pges-jc,link,link.xbif50007_,16,16,15,-1,930,-0.49322331988277773,-1129380.7780251452,1902.0,632.0,1270.0,19,1218.022
pges-jc,link,link.xbif50007_,16,16,5,-1,891,-0.49530608825232414,-1129366.6002385586,1824.0,630.0,1194.0,33,1650.732
pges-jc,link,link.xbif50007_,2,2,10,-1,916,-0.4915095539624351,-1132549.867587829,1874.0,580.0,1294.0,53,1291.696
pges-jc,link,link.xbif50007_,2,2,15,-1,941,-0.489460423124604,-1136641.4869713283,1926.0,618.0,1308.0,37,1217.769
pges-jc,link,link.xbif50007_,2,2,5,-1,927,-0.4905697528151789,-1136429.0400332203,1898.0,572.0,1326.0,100,1591.904
pges-jc,link,link.xbif50007_,4,4,10,-1,897,-0.4874301550469064,-1129124.8536625602,1820.0,556.0,1264.0,34,1305.113
pges-jc,link,link.xbif50007_,4,4,15,-1,905,-0.48795718966330587,-1129152.0547765715,1844.0,560.0,1284.0,24,1319.78
pges-jc,link,link.xbif50007_,4,4,5,-1,924,-0.488565851404042,-1132873.2756359698,1878.0,592.0,1286.0,66,1820.232
pges-jc,link,link.xbif50007_,8,8,10,-1,838,-0.48597336036374317,-1121748.6886342308,1716.0,550.0,1166.0,30,36175.665
pges-jc,link,link.xbif50007_,8,8,15,-1,882,-0.488254860976405,-1127522.2728531454,1818.0,606.0,1212.0,24,814.946
pges-jc,link,link.xbif50007_,8,8,5,-1,855,-0.4895415036361084,-1125404.8358417763,1744.0,584.0,1160.0,51,1959.082
