algorithm,network,bbdd,threads,pges_threads,interleaving,seed,SHD,loglike,bdeu,deltaMB,deltaMB+,deltaMB-,iterations,time(s)
pges-jc,water,water.xbif50001_,4,4,15,-1,86,-0.47699335452737307,-65802.04386550866,208.0,2.0,206.0,5,1.224
pges-jc,water,water.xbif50001_,4,4,5,-1,90,-0.4999161179348068,-65820.92976193281,216.0,4.0,212.0,5,0.913
pges-jc,water,water.xbif50001_,8,8,10,-1,86,-0.48079782043444347,-65802.04386550866,208.0,2.0,206.0,5,0.8
pges-jc,water,water.xbif50001_,8,8,15,-1,86,-0.4850073976739385,-65802.04386550866,208.0,2.0,206.0,5,1.628
pges-jc,water,water.xbif50001_,8,8,5,-1,84,-0.5036300087531236,-65764.39369034162,204.0,2.0,202.0,7,1.777
pges-jc,water,water.xbif50002_,16,16,10,-1,85,-0.49932114476837797,-65832.93722356418,208.0,4.0,204.0,3,1.134
pges-jc,water,water.xbif50002_,16,16,15,-1,85,-0.49932114476837797,-65832.93722356418,208.0,4.0,204.0,3,1.105
pges-jc,water,water.xbif50002_,16,16,5,-1,83,-0.4820422105795581,-65835.28891209458,204.0,2.0,202.0,5,1.202
pges-jc,water,water.xbif50002_,2,2,10,-1,85,-0.49512117050765503,-65840.99034291462,210.0,8.0,202.0,5,2.009
pges-jc,water,water.xbif50002_,2,2,15,-1,85,-0.48709813485835896,-65832.93722356418,208.0,4.0,204.0,4,2.892
pges-jc,water,water.xbif50002_,2,2,5,-1,85,-0.5038769773535642,-65840.99034291462,210.0,8.0,202.0,6,2.569
pges-jc,water,water.xbif50002_,4,4,10,-1,87,-0.4828756293965437,-65848.01573119857,212.0,6.0,206.0,4,0.8
pges-jc,water,water.xbif50002_,4,4,15,-1,85,-0.47834171753640803,-65832.93722356418,208.0,4.0,204.0,4,1.027
pges-jc,water,water.xbif50002_,4,4,5,-1,85,-0.5038679848508337,-65832.93722356418,208.0,4.0,204.0,5,0.917
pges-jc,water,water.xbif50002_,8,8,10,-1,85,-0.49056533792246876,-65832.93722356418,208.0,4.0,204.0,5,1.719
pges-jc,water,water.xbif50002_,8,8,15,-1,85,-0.4933301559952056,-65832.93722356418,208.0,4.0,204.0,3,0.74
pges-jc,water,water.xbif50002_,8,8,5,-1,87,-0.4772099320927121,-65890.54876640672,212.0,6.0,206.0,4,0.716
pges-jc,water,water.xbif50003_,16,16,10,-1,86,-0.4830357882524576,-65938.1883635871,210.0,4.0,206.0,3,1.004
pges-jc,water,water.xbif50003_,16,16,15,-1,86,-0.4830357882524576,-65938.1883635871,210.0,4.0,206.0,3,1.022
pges-jc,water,water.xbif50003_,16,16,5,-1,86,-0.47882621101296263,-65938.1883635871,210.0,4.0,206.0,5,1.327
pges-jc,water,water.xbif50003_,2,2,10,-1,91,-0.5018320928851667,-66000.1940757379,220.0,6.0,214.0,5,2.92
pges-jc,water,water.xbif50003_,2,2,15,-1,86,-0.4875802842721311,-65938.1883635871,210.0,4.0,206.0,4,3.391
pges-jc,water,water.xbif50003_,2,2,5,-1,91,-0.5018320928851667,-66000.1940757379,220.0,6.0,214.0,6,6.407
pges-jc,water,water.xbif50003_,4,4,10,-1,82,-0.48809032204199065,-65929.5070573602,202.0,2.0,200.0,4,0.765
pges-jc,water,water.xbif50003_,4,4,15,-1,86,-0.49139829724006856,-65938.1883635871,210.0,4.0,206.0,3,0.685
pges-jc,water,water.xbif50003_,4,4,5,-1,86,-0.4939708681769629,-65951.53553336395,210.0,4.0,206.0,5,0.751
pges-jc,water,water.xbif50003_,8,8,10,-1,86,-0.48718872000057345,-65938.1883635871,210.0,4.0,206.0,4,1.458
pges-jc,water,water.xbif50003_,8,8,15,-1,86,-0.4950978069660806,-65951.53553336395,210.0,4.0,206.0,4,0.785
pges-jc,water,water.xbif50003_,8,8,5,-1,86,-0.4792177752845204,-65938.1883635871,210.0,4.0,206.0,4,0.755
pges-jc,water,water.xbif50004_,16,16,10,-1,87,-0.48812242192819605,-65867.72950257624,212.0,6.0,206.0,100,7.635
pges-jc,water,water.xbif50004_,16,16,15,-1,87,-0.48812242192819605,-65867.72950257624,212.0,6.0,206.0,100,7.753
pges-jc,water,water.xbif50004_,16,16,5,-1,87,-0.4860540393138549,-65907.3716735221,212.0,6.0,206.0,100,7.589
pges-jc,water,water.xbif50004_,2,2,10,-1,87,-0.49986610193383346,-65867.72950257624,212.0,6.0,206.0,100,5.089
pges-jc,water,water.xbif50004_,2,2,15,-1,87,-0.48849931001631247,-65867.72950257624,212.0,6.0,206.0,100,4.611
pges-jc,water,water.xbif50004_,2,2,5,-1,87,-0.5078801450803989,-65867.72950257624,212.0,6.0,206.0,100,4.117
pges-jc,water,water.xbif50004_,4,4,10,-1,87,-0.49651335316287804,-65867.72950257624,212.0,6.0,206.0,100,4.117
pges-jc,water,water.xbif50004_,4,4,15,-1,87,-0.48735486236700754,-65898.28471842888,212.0,6.0,206.0,100,4.043
pges-jc,water,water.xbif50004_,4,4,5,-1,87,-0.5036705678409039,-65867.72950257624,212.0,6.0,206.0,100,2.554
pges-jc,water,water.xbif50004_,8,8,10,-1,87,-0.48615762788418304,-65867.72950257624,212.0,6.0,206.0,100,8.945
pges-jc,water,water.xbif50004_,8,8,15,-1,87,-0.48615762788418304,-65867.72950257624,212.0,6.0,206.0,100,3.458
pges-jc,water,water.xbif50004_,8,8,5,-1,87,-0.48849931001631247,-65867.72950257624,212.0,6.0,206.0,100,3.784
pges-jc,water,water.xbif50005_,16,16,10,-1,86,-0.47882621101296263,-65553.75129256932,210.0,4.0,206.0,100,7.609
pges-jc,water,water.xbif50005_,16,16,15,-1,86,-0.47882621101296263,-65553.75129256932,210.0,4.0,206.0,100,7.544
pges-jc,water,water.xbif50005_,16,16,5,-1,86,-0.47882621101296263,-65553.75129256932,210.0,4.0,206.0,100,7.548
pges-jc,water,water.xbif50005_,2,2,10,-1,86,-0.4998128971609223,-65563.12196280355,212.0,8.0,204.0,6,3.213
pges-jc,water,water.xbif50005_,2,2,15,-1,86,-0.4792177752845204,-65553.7512925693,210.0,4.0,206.0,5,18.534
pges-jc,water,water.xbif50005_,2,2,5,-1,86,-0.4998128971609223,-65563.12196280355,212.0,8.0,204.0,7,1.931
pges-jc,water,water.xbif50005_,4,4,10,-1,86,-0.4872318184310857,-65553.7512925693,210.0,4.0,206.0,5,0.686
pges-jc,water,water.xbif50005_,4,4,15,-1,86,-0.48718872000057345,-65553.75129256932,210.0,4.0,206.0,100,3.594
pges-jc,water,water.xbif50005_,4,4,5,-1,86,-0.4998039046581918,-65553.7512925693,210.0,4.0,206.0,6,1.218
pges-jc,water,water.xbif50005_,8,8,10,-1,86,-0.4830357882524576,-65553.75129256932,210.0,4.0,206.0,100,3.478
pges-jc,water,water.xbif50005_,8,8,15,-1,86,-0.4830357882524576,-65553.75129256932,210.0,4.0,206.0,100,3.788
pges-jc,water,water.xbif50005_,8,8,5,-1,87,-0.49776816333441887,-65587.63566950102,212.0,4.0,208.0,100,3.657
pges-jc,water,water.xbif50006_,16,16,10,-1,82,-0.4720003343744491,-65896.9655400858,202.0,4.0,198.0,3,1.111
pges-jc,water,water.xbif50006_,16,16,15,-1,82,-0.4720003343744491,-65896.9655400858,202.0,4.0,198.0,3,1.092
pges-jc,water,water.xbif50006_,16,16,5,-1,83,-0.47629045451241026,-65897.55133766054,204.0,4.0,200.0,5,1.2
pges-jc,water,water.xbif50006_,2,2,10,-1,82,-0.48484092703881254,-65896.9655400858,202.0,4.0,198.0,4,3.329
pges-jc,water,water.xbif50006_,2,2,15,-1,82,-0.4726173066527522,-65896.9655400858,202.0,4.0,198.0,3,2.165
pges-jc,water,water.xbif50006_,2,2,5,-1,87,-0.4868691152657876,-65973.40013246055,212.0,6.0,206.0,6,2.606
pges-jc,water,water.xbif50006_,4,4,10,-1,82,-0.4803663165474163,-65896.9655400858,202.0,4.0,198.0,4,0.722
pges-jc,water,water.xbif50006_,4,4,15,-1,82,-0.4665619708318582,-65896.9655400858,202.0,4.0,198.0,3,0.704
pges-jc,water,water.xbif50006_,4,4,5,-1,82,-0.4806313497993175,-65896.9655400858,202.0,4.0,198.0,5,0.726
pges-jc,water,water.xbif50006_,8,8,10,-1,82,-0.4743109807265224,-65896.9655400858,202.0,4.0,198.0,3,0.69
pges-jc,water,water.xbif50006_,8,8,15,-1,82,-0.47600429865675276,-65896.9655400858,202.0,4.0,198.0,3,1.271
pges-jc,water,water.xbif50006_,8,8,5,-1,80,-0.48097071406225833,-65923.8456298004,198.0,2.0,196.0,4,1.395
pges-jc,water,water.xbif50007_,16,16,10,-1,89,-0.47611589001631865,-66005.44726128654,216.0,8.0,208.0,6,1.088
pges-jc,water,water.xbif50007_,16,16,15,-1,89,-0.47611589001631865,-66005.44726128654,216.0,8.0,208.0,6,1.125
pges-jc,water,water.xbif50007_,16,16,5,-1,91,-0.50339153658234,-66044.66337058293,220.0,8.0,212.0,6,1.151
pges-jc,water,water.xbif50007_,2,2,10,-1,89,-0.4945888463205001,-66017.51963397741,216.0,12.0,204.0,7,2.036
pges-jc,water,water.xbif50007_,2,2,15,-1,89,-0.4751871488447128,-66005.44726128654,216.0,8.0,208.0,6,2.222
pges-jc,water,water.xbif50007_,2,2,5,-1,89,-0.4945888463205001,-66017.51963397741,216.0,12.0,204.0,8,2.047
pges-jc,water,water.xbif50007_,4,4,10,-1,89,-0.4828639291483175,-66005.44726128654,216.0,8.0,208.0,6,0.735
pges-jc,water,water.xbif50007_,4,4,15,-1,89,-0.4828639291483175,-66005.44726128654,216.0,8.0,208.0,6,0.982
pges-jc,water,water.xbif50007_,4,4,5,-1,89,-0.4903584066693044,-66005.44726128654,216.0,8.0,208.0,7,0.919
pges-jc,water,water.xbif50007_,8,8,10,-1,89,-0.4746220704613216,-66005.44726128654,216.0,8.0,208.0,6,0.866
pges-jc,water,water.xbif50007_,8,8,15,-1,89,-0.4746220704613216,-66005.44726128654,216.0,8.0,208.0,6,2.05
pges-jc,water,water.xbif50007_,8,8,5,-1,89,-0.4751871488447128,-66005.44726128654,216.0,8.0,208.0,6,0.871
pges-jc,water,water.xbif50008_,16,16,10,-1,91,-0.4974797510733223,-65846.77778313414,220.0,8.0,212.0,5,1.087
pges-jc,water,water.xbif50008_,16,16,15,-1,91,-0.4974797510733223,-65846.77778313414,220.0,8.0,212.0,5,1.063
pges-jc,water,water.xbif50008_,16,16,5,-1,91,-0.48535951169117025,-65852.33421902134,220.0,8.0,212.0,4,0.995
pges-jc,water,water.xbif50008_,2,2,10,-1,91,-0.5063267441639795,-65846.77778313414,220.0,8.0,212.0,5,17.621
pges-jc,water,water.xbif50008_,2,2,15,-1,91,-0.4666008976486546,-65846.77778313414,220.0,8.0,212.0,6,1.922
pges-jc,water,water.xbif50008_,2,2,5,-1,91,-0.5063267441639795,-65846.77778313414,220.0,8.0,212.0,7,2.426
pges-jc,water,water.xbif50008_,4,4,10,-1,91,-0.4666008976486546,-65846.77778313414,220.0,8.0,212.0,5,0.955
pges-jc,water,water.xbif50008_,4,4,15,-1,89,-0.4780993174284432,-65852.54604546384,216.0,6.0,210.0,5,1.038
pges-jc,water,water.xbif50008_,4,4,5,-1,92,-0.5082299806113133,-65872.6975230234,222.0,10.0,212.0,6,0.637
pges-jc,water,water.xbif50008_,8,8,10,-1,89,-0.48915570035132766,-65852.54604546384,216.0,6.0,210.0,4,0.839
pges-jc,water,water.xbif50008_,8,8,15,-1,91,-0.4983469442504593,-65846.77778313414,220.0,8.0,212.0,4,0.818
pges-jc,water,water.xbif50008_,8,8,5,-1,87,-0.4890187849807322,-65845.46845777525,212.0,6.0,206.0,6,0.9
pges-jc,water,water.xbif50009_,16,16,10,-1,84,-0.4988967487937498,-65633.84834973032,204.0,4.0,200.0,5,1.1
pges-jc,water,water.xbif50009_,16,16,15,-1,84,-0.4988967487937498,-65633.84834973032,204.0,4.0,200.0,5,0.926
pges-jc,water,water.xbif50009_,16,16,5,-1,84,-0.49468717155425473,-65633.84834973032,204.0,4.0,200.0,5,1.098
pges-jc,water,water.xbif50009_,2,2,10,-1,84,-0.4973134405402195,-65633.84834973032,204.0,4.0,200.0,6,2.086
pges-jc,water,water.xbif50009_,2,2,15,-1,84,-0.49421036994739515,-65633.84834973032,204.0,4.0,200.0,5,1.968
pges-jc,water,water.xbif50009_,2,2,5,-1,84,-0.5052955760471269,-65633.84834973032,204.0,4.0,200.0,7,1.921
pges-jc,water,water.xbif50009_,4,4,10,-1,90,-0.5080556852354305,-65676.70547007586,216.0,6.0,210.0,6,0.837
pges-jc,water,water.xbif50009_,4,4,15,-1,84,-0.4988967487937498,-65633.84834973032,204.0,4.0,200.0,5,0.721
pges-jc,water,water.xbif50009_,4,4,5,-1,90,-0.5111062666523861,-65676.70547007586,216.0,6.0,210.0,7,0.861
pges-jc,water,water.xbif50009_,8,8,10,-1,84,-0.4856278518664235,-65633.84834973032,204.0,4.0,200.0,5,1.492
pges-jc,water,water.xbif50009_,8,8,15,-1,84,-0.493609987373331,-65633.84834973032,204.0,4.0,200.0,5,0.922
pges-jc,water,water.xbif50009_,8,8,5,-1,88,-0.4881419368796538,-65629.1553608382,212.0,6.0,206.0,6,0.895
pges-jc,water,water.xbif_,16,16,10,-1,81,-0.4808872236662581,-65697.60123522306,200.0,4.0,196.0,5,1.247
pges-jc,water,water.xbif_,16,16,15,-1,81,-0.4808872236662581,-65697.60123522306,200.0,4.0,196.0,5,1.271
pges-jc,water,water.xbif_,16,16,5,-1,81,-0.42341997416201577,-65697.60123522306,200.0,4.0,196.0,5,1.24
pges-jc,water,water.xbif_,2,2,10,-1,85,-0.47624883116261474,-65781.67784891142,208.0,6.0,202.0,6,2.898
pges-jc,water,water.xbif_,2,2,15,-1,81,-0.4387746892241452,-65697.60123522306,200.0,4.0,196.0,6,3.066
pges-jc,water,water.xbif_,2,2,5,-1,85,-0.47624883116261474,-65781.67784891142,208.0,6.0,202.0,8,2.734
pges-jc,water,water.xbif_,4,4,10,-1,76,-0.4817421958726578,-65713.58718241623,186.0,2.0,184.0,5,0.792
pges-jc,water,water.xbif_,4,4,15,-1,81,-0.4742104999569079,-65697.60123522306,200.0,4.0,196.0,4,1.187
pges-jc,water,water.xbif_,4,4,5,-1,81,-0.4387746892241452,-65697.60123522306,200.0,4.0,196.0,7,0.803
pges-jc,water,water.xbif_,8,8,10,-1,81,-0.4822245431034731,-65697.60123522306,200.0,4.0,196.0,4,1.543
pges-jc,water,water.xbif_,8,8,15,-1,81,-0.4808872236662581,-65697.60123522306,200.0,4.0,196.0,5,0.885
pges-jc,water,water.xbif_,8,8,5,-1,83,-0.4999256826198661,-65720.31461499637,204.0,4.0,200.0,5,1.683
pges-jc,win95pts,win95pts.xbif50001246_,16,16,10,-1,68,-0.22448631040809844,-47208.88893943007,180.0,92.0,88.0,100,21.845
pges-jc,win95pts,win95pts.xbif50001246_,16,16,15,-1,67,-0.22578730482599507,-47175.08036007982,158.0,66.0,92.0,5,3.043
pges-jc,win95pts,win95pts.xbif50001246_,16,16,5,-1,72,-0.22230186318530681,-47177.77262448241,178.0,84.0,94.0,100,22.331
pges-jc,win95pts,win95pts.xbif50001246_,2,2,10,-1,77,-0.224342347205007,-47239.82417957356,204.0,106.0,98.0,9,3.666
pges-jc,win95pts,win95pts.xbif50001246_,2,2,15,-1,70,-0.22423940059810585,-47207.08249878394,188.0,94.0,94.0,7,3.84
pges-jc,win95pts,win95pts.xbif50001246_,2,2,5,-1,77,-0.2234413907089793,-47261.36065133838,204.0,106.0,98.0,17,7.218
pges-jc,win95pts,win95pts.xbif50001246_,4,4,10,-1,71,-0.22312830904109857,-47167.48011221564,180.0,82.0,98.0,7,2.664
pges-jc,win95pts,win95pts.xbif50001246_,4,4,15,-1,72,-0.22421303248404414,-47230.50851124492,184.0,90.0,94.0,5,2.424
pges-jc,win95pts,win95pts.xbif50001246_,4,4,5,-1,74,-0.2229130005551461,-47205.14082965043,186.0,86.0,100.0,12,5.325
pges-jc,win95pts,win95pts.xbif50001246_,8,8,10,-1,70,-0.2259342926432946,-47207.08249878394,188.0,94.0,94.0,5,4.558
pges-jc,win95pts,win95pts.xbif50001246_,8,8,15,-1,70,-0.23098497756023778,-47207.08249878394,188.0,94.0,94.0,4,2.584
pges-jc,win95pts,win95pts.xbif50001246_,8,8,5,-1,102,-0.22088085806863883,-47538.92497286073,272.0,156.0,116.0,8,2.654
pges-jc,win95pts,win95pts.xbif50001_,16,16,10,-1,62,-0.2219645964768945,-46680.07796762458,158.0,78.0,80.0,100,30.546
pges-jc,win95pts,win95pts.xbif50001_,16,16,15,-1,74,-0.23041120614421898,-46734.82976368218,192.0,100.0,92.0,100,22.929
pges-jc,win95pts,win95pts.xbif50001_,16,16,5,-1,70,-0.22015824824786956,-46857.16189639441,178.0,96.0,82.0,100,23.847
pges-jc,win95pts,win95pts.xbif50001_,2,2,10,-1,51,-0.22336949807603312,-46665.46757509402,136.0,66.0,70.0,100,12.383
pges-jc,win95pts,win95pts.xbif50001_,2,2,15,-1,66,-0.2225252034549025,-46690.538421641926,166.0,80.0,86.0,100,11.911
pges-jc,win95pts,win95pts.xbif50001_,2,2,5,-1,52,-0.22247295418958168,-46682.21718269165,138.0,66.0,72.0,100,15.459
pges-jc,win95pts,win95pts.xbif50001_,4,4,10,-1,55,-0.22247882622912793,-46670.02518813644,148.0,72.0,76.0,100,11.936
pges-jc,win95pts,win95pts.xbif50001_,4,4,15,-1,55,-0.2223699453946393,-46670.02518813644,148.0,72.0,76.0,100,13.998
pges-jc,win95pts,win95pts.xbif50001_,4,4,5,-1,55,-0.22247882622912793,-46670.02518813644,148.0,72.0,76.0,100,12.468
pges-jc,win95pts,win95pts.xbif50001_,8,8,10,-1,74,-0.2220022429494354,-46812.63811042918,194.0,108.0,86.0,100,17.454
pges-jc,win95pts,win95pts.xbif50001_,8,8,15,-1,51,-0.22839205633549622,-46665.46757509402,136.0,66.0,70.0,100,14.912
pges-jc,win95pts,win95pts.xbif50001_,8,8,5,-1,60,-0.22160423786756347,-46931.35689549698,174.0,96.0,78.0,8,5.336
pges-jc,win95pts,win95pts.xbif50002_,16,16,10,-1,42,-0.22490418097765266,-47326.91206628588,122.0,66.0,56.0,100,32.443
pges-jc,win95pts,win95pts.xbif50002_,16,16,15,-1,44,-0.22870602140291285,-47330.976101962464,126.0,68.0,58.0,3,2.501
pges-jc,win95pts,win95pts.xbif50002_,16,16,5,-1,40,-0.22464025999532622,-47326.91206628587,116.0,64.0,52.0,6,3.12
pges-jc,win95pts,win95pts.xbif50002_,2,2,10,-1,44,-0.22367640947864462,-47347.76611242434,118.0,62.0,56.0,100,15.236
pges-jc,win95pts,win95pts.xbif50002_,2,2,15,-1,44,-0.22367640947864462,-47347.76611242434,118.0,62.0,56.0,100,15.01
pges-jc,win95pts,win95pts.xbif50002_,2,2,5,-1,44,-0.22367640947864462,-47347.76611242434,118.0,62.0,56.0,100,15.595
pges-jc,win95pts,win95pts.xbif50002_,4,4,10,-1,54,-0.22970504274639633,-47363.83212601469,140.0,78.0,62.0,8,3.433
pges-jc,win95pts,win95pts.xbif50002_,4,4,15,-1,58,-0.22586611937207235,-47367.17944020403,146.0,76.0,70.0,6,2.366
pges-jc,win95pts,win95pts.xbif50002_,4,4,5,-1,46,-0.22367640828804877,-47351.830148100926,122.0,64.0,58.0,10,4.032
pges-jc,win95pts,win95pts.xbif50002_,8,8,10,-1,55,-0.228825335542137,-47254.87381507658,134.0,62.0,72.0,4,3.751
pges-jc,win95pts,win95pts.xbif50002_,8,8,15,-1,42,-0.22449171688355776,-47326.91206628588,122.0,66.0,56.0,100,24.145
pges-jc,win95pts,win95pts.xbif50002_,8,8,5,-1,74,-0.22495002452218663,-47589.64814856887,196.0,116.0,80.0,7,4.373
pges-jc,win95pts,win95pts.xbif50003_,16,16,10,-1,49,-0.226332665215258,-46183.91144627244,110.0,34.0,76.0,100,22.012
pges-jc,win95pts,win95pts.xbif50003_,16,16,15,-1,50,-0.230277392367644,-46158.73333235143,114.0,30.0,84.0,100,29.923
pges-jc,win95pts,win95pts.xbif50003_,16,16,5,-1,56,-0.22530045860885403,-46234.642489107806,132.0,52.0,80.0,100,21.89
pges-jc,win95pts,win95pts.xbif50003_,2,2,10,-1,45,-0.2277481378060038,-46199.705689358816,110.0,34.0,76.0,100,10.006
pges-jc,win95pts,win95pts.xbif50003_,2,2,15,-1,61,-0.22650780612506716,-46315.61406633309,150.0,68.0,82.0,100,9.342
pges-jc,win95pts,win95pts.xbif50003_,2,2,5,-1,61,-0.22661668695955575,-46315.61406633309,150.0,68.0,82.0,100,14.391
pges-jc,win95pts,win95pts.xbif50003_,4,4,10,-1,61,-0.22650780612506716,-46315.61406633309,150.0,68.0,82.0,100,13.406
pges-jc,win95pts,win95pts.xbif50003_,4,4,15,-1,82,-0.2366651102287425,-46519.02986995238,202.0,102.0,100.0,100,14.004
pges-jc,win95pts,win95pts.xbif50003_,4,4,5,-1,45,-0.2277481378060038,-46199.705689358816,110.0,34.0,76.0,100,10.782
pges-jc,win95pts,win95pts.xbif50003_,8,8,10,-1,49,-0.22934333237551213,-46203.50595195002,118.0,38.0,80.0,100,34.027
pges-jc,win95pts,win95pts.xbif50003_,8,8,15,-1,55,-0.22649165710570626,-46317.077578630575,146.0,68.0,78.0,100,15.697
pges-jc,win95pts,win95pts.xbif50003_,8,8,5,-1,61,-0.22650780612506716,-46315.61406633309,150.0,68.0,82.0,100,14.537
pges-jc,win95pts,win95pts.xbif50004_,16,16,10,-1,58,-0.2241027054205486,-46888.31658327364,152.0,82.0,70.0,100,32.354
pges-jc,win95pts,win95pts.xbif50004_,16,16,15,-1,80,-0.23379034367565327,-46892.48624286833,200.0,108.0,92.0,100,25.119
pges-jc,win95pts,win95pts.xbif50004_,16,16,5,-1,61,-0.22245426547752897,-47078.39376194852,178.0,106.0,72.0,100,25.042
pges-jc,win95pts,win95pts.xbif50004_,2,2,10,-1,64,-0.22161905439463844,-46898.36527865043,172.0,90.0,82.0,100,12.114
pges-jc,win95pts,win95pts.xbif50004_,2,2,15,-1,55,-0.2222041336917755,-46895.18143503021,154.0,84.0,70.0,100,12.438
pges-jc,win95pts,win95pts.xbif50004_,2,2,5,-1,55,-0.22589676406558445,-46947.51510083676,154.0,80.0,74.0,19,5.785
pges-jc,win95pts,win95pts.xbif50004_,4,4,10,-1,86,-0.2220966601602905,-47087.42418275946,216.0,110.0,106.0,100,14.343
pges-jc,win95pts,win95pts.xbif50004_,4,4,15,-1,64,-0.22240286299354156,-46887.81649812908,172.0,90.0,82.0,6,3.731
pges-jc,win95pts,win95pts.xbif50004_,4,4,5,-1,77,-0.22316646375953708,-46892.59548083434,202.0,110.0,92.0,100,13.042
pges-jc,win95pts,win95pts.xbif50004_,8,8,10,-1,54,-0.22463594666614614,-46889.42791152858,152.0,78.0,74.0,5,2.412
pges-jc,win95pts,win95pts.xbif50004_,8,8,15,-1,45,-0.22280317308449096,-46788.02630386488,126.0,60.0,66.0,100,15.08
pges-jc,win95pts,win95pts.xbif50004_,8,8,5,-1,50,-0.22241679021762747,-46965.32392181939,136.0,70.0,66.0,100,33.679
pges-jc,win95pts,win95pts.xbif50005_,16,16,10,-1,50,-0.22888477401439036,-47381.38112475643,116.0,54.0,62.0,4,2.533
pges-jc,win95pts,win95pts.xbif50005_,16,16,15,-1,48,-0.22969212852772927,-47561.085546003815,124.0,44.0,80.0,4,3.082
pges-jc,win95pts,win95pts.xbif50005_,16,16,5,-1,72,-0.2253735456600586,-47687.75994434304,188.0,110.0,78.0,100,34.489
pges-jc,win95pts,win95pts.xbif50005_,2,2,10,-1,47,-0.23204276103548432,-47443.890227166354,130.0,64.0,66.0,10,4.696
pges-jc,win95pts,win95pts.xbif50005_,2,2,15,-1,48,-0.22470660454366786,-47464.15987866524,132.0,64.0,68.0,100,12.5
pges-jc,win95pts,win95pts.xbif50005_,2,2,5,-1,61,-0.2320417613346947,-47456.29409322703,158.0,78.0,80.0,17,5.356
pges-jc,win95pts,win95pts.xbif50005_,4,4,10,-1,47,-0.23204276103548432,-47443.890227166354,130.0,64.0,66.0,8,3.341
pges-jc,win95pts,win95pts.xbif50005_,4,4,15,-1,47,-0.23204276103548432,-47443.890227166354,130.0,64.0,66.0,6,3.415
pges-jc,win95pts,win95pts.xbif50005_,4,4,5,-1,62,-0.2227546529919127,-47574.41513557162,160.0,90.0,70.0,100,15.441
pges-jc,win95pts,win95pts.xbif50005_,8,8,10,-1,35,-0.2280119257210945,-47351.333392756685,92.0,32.0,60.0,6,2.477
pges-jc,win95pts,win95pts.xbif50005_,8,8,15,-1,53,-0.23351013660650785,-47456.438839924,134.0,64.0,70.0,5,2.753
pges-jc,win95pts,win95pts.xbif50005_,8,8,5,-1,84,-0.21853660652621396,-47817.02340298924,234.0,144.0,90.0,8,5.915
pges-jc,win95pts,win95pts.xbif50006_,16,16,10,-1,87,0.0,-47364.6064832994,210.0,108.0,102.0,100,24.412
pges-jc,win95pts,win95pts.xbif50006_,16,16,15,-1,67,0.0,-47404.018870554966,186.0,98.0,88.0,100,32.262
pges-jc,win95pts,win95pts.xbif50006_,16,16,5,-1,81,0.0,-47666.90414202386,198.0,90.0,108.0,7,3.444
pges-jc,win95pts,win95pts.xbif50006_,2,2,10,-1,75,0.0,-47337.075121078386,198.0,100.0,98.0,11,4.855
pges-jc,win95pts,win95pts.xbif50006_,2,2,15,-1,75,0.0,-47393.73787511289,206.0,108.0,98.0,100,9.386
pges-jc,win95pts,win95pts.xbif50006_,2,2,5,-1,75,0.0,-47404.40155925729,206.0,108.0,98.0,100,11.521
pges-jc,win95pts,win95pts.xbif50006_,4,4,10,-1,75,0.0,-47337.07512107839,198.0,100.0,98.0,100,11.09
pges-jc,win95pts,win95pts.xbif50006_,4,4,15,-1,65,0.0,-47334.76607111371,170.0,84.0,86.0,5,2.583
pges-jc,win95pts,win95pts.xbif50006_,4,4,5,-1,73,0.0,-47350.77665802164,190.0,100.0,90.0,100,10.909
pges-jc,win95pts,win95pts.xbif50006_,8,8,10,-1,63,0.0,-47396.98947165531,176.0,94.0,82.0,100,15.65
pges-jc,win95pts,win95pts.xbif50006_,8,8,15,-1,74,0.0,-47420.35334170856,194.0,104.0,90.0,100,25.583
pges-jc,win95pts,win95pts.xbif50006_,8,8,5,-1,58,0.0,-47380.44986574848,150.0,70.0,80.0,7,2.919
pges-jc,win95pts,win95pts.xbif50007_,16,16,10,-1,65,-0.2224794543746297,-47147.094205513866,178.0,88.0,90.0,100,23.181
pges-jc,win95pts,win95pts.xbif50007_,16,16,15,-1,56,-0.2352800588550702,-47204.701497273294,168.0,90.0,78.0,100,33.375
pges-jc,win95pts,win95pts.xbif50007_,16,16,5,-1,41,-0.22733184118497185,-46975.75865180726,96.0,22.0,74.0,100,21.711
pges-jc,win95pts,win95pts.xbif50007_,2,2,10,-1,56,-0.22150000423437408,-47204.70149727331,168.0,90.0,78.0,100,13.759
pges-jc,win95pts,win95pts.xbif50007_,2,2,15,-1,56,-0.22150122132787084,-47213.53210156984,168.0,90.0,78.0,100,13.839
pges-jc,win95pts,win95pts.xbif50007_,2,2,5,-1,56,-0.22150000423437408,-47204.70149727331,168.0,90.0,78.0,100,13.649
pges-jc,win95pts,win95pts.xbif50007_,4,4,10,-1,68,-0.21827870851091588,-47347.33420282061,194.0,106.0,88.0,100,12.992
pges-jc,win95pts,win95pts.xbif50007_,4,4,15,-1,59,-0.2237613658187776,-47225.90326718641,176.0,92.0,84.0,100,12.732
pges-jc,win95pts,win95pts.xbif50007_,4,4,5,-1,65,-0.22184485386054315,-47314.95944961282,186.0,104.0,82.0,100,12.028
pges-jc,win95pts,win95pts.xbif50007_,8,8,10,-1,55,-0.22354403068949144,-47149.45933755568,146.0,68.0,78.0,100,31.923
