network,algorithm,pges_threads,SHD,loglike,bdeu,deltaMM,deltaMM+,deltaMM-,time(s),deltaBDeu,deltas,deltaSHD,deltaSHDemptySHD
pigs,pGES,4,0.0,-1.0315032117230263,-334.99894849177485,0.0,0.0,0.0,30.194000000000003,124.75817251223839,4.14538212671491,806.0,100.0
pigs,pGES,8,0.0,-1.0311265264871732,-334.99894849177485,0.0,0.0,0.0,25.175,124.75817251223839,4.987771495222218,806.0,100.0
pigs,pGES,16,0.0,-1.0314582075992136,-334.99894849177485,0.0,0.0,0.0,25.776545454545456,124.75817251223839,4.845316000493505,806.0,100.0
pigs,pGES-jc,2,0.0,-1.031515950113326,-334.99942088704853,0.0,0.0,0.0,61.268454545454546,124.75770011696471,2.0653105915943804,806.0,100.0
pigs,pGES-jc,4,0.0,-1.0314063738173658,-334.99894849177485,0.0,0.0,0.0,43.263363636363636,124.75817251223839,2.925551003941186,806.0,100.0
pigs,pGES-jc,8,0.0,-1.0312204905607747,-334.99894849177485,0.0,0.0,0.0,31.033090909090905,124.75817251223839,4.069478065133158,806.0,100.0
pigs,pGES-jc,16,0.0,-1.0314324282654714,-334.99894849177485,0.0,0.0,0.0,26.447545454545455,124.75817251223839,4.72880752549669,806.0,100.0
water,Fges,1,90.0909090909091,-0.4061761213022757,-13.17510403666617,217.8181818181818,4.909090909090909,212.9090909090909,0.3942727272727273,3.817749990740478,9.767774131830883,32.90909090909091,26.755358462675535
water,Fges-faithfulness,1,88.63636363636364,-0.4059941797207776,-13.171396630653362,214.72727272727272,4.909090909090909,209.8181818181818,0.6780909090909091,3.8214573967532854,5.81419607852139,34.36363636363637,27.93791574279379
water,GES,1,91.0,-0.47058220441271126,-13.177378514211261,219.63636363636363,4.909090909090909,214.72727272727272,0.5018181818181818,3.8154755131953872,7.7089538186513265,32.0,26.016260162601625
water,pGES,2,87.27272727272727,-0.48772292550879204,-13.166097353610276,212.36363636363637,5.090909090909091,207.27272727272728,0.854,3.8267566737963716,4.523230721534353,35.72727272727273,29.046563192904657
water,pGES,4,87.0,-0.4725585988973162,-13.1643025034723,211.63636363636363,4.909090909090909,206.72727272727272,0.9009090909090909,3.828551523934347,4.28966966552262,36.0,29.268292682926827
water,pGES,8,87.45454545454545,-0.48131814793650185,-13.186386484733744,212.54545454545453,5.636363636363637,206.9090909090909,0.9803636363636364,3.806467542672904,3.8992384262604443,35.54545454545455,28.898743532889874
water,pGES,16,87.18181818181819,-0.4850034228278697,-13.185590306753989,212.0,5.636363636363637,206.36363636363637,1.1446363636363637,3.8072637206526583,3.411189198989988,35.81818181818182,29.12047302291205
water,pGES-jc,2,87.54545454545455,-0.49288530751678505,-13.166814211836606,213.0909090909091,5.454545454545454,207.63636363636363,0.8863636363636364,3.826039815570042,4.383393984757464,35.45454545454545,28.824833702882483
water,pGES-jc,4,88.0909090909091,-0.4885468923103646,-13.166842789817737,214.0,5.454545454545454,208.54545454545453,0.9176363636363636,3.8260112375889084,4.174665723807738,34.90909090909091,28.381374722838135
water,pGES-jc,8,87.81818181818181,-0.4796771328909824,-13.187200381437288,213.0909090909091,5.636363636363637,207.45454545454547,1.0156363636363637,3.80565364596936,3.7708519862947325,35.18181818181818,28.60310421286031
water,pGES-jc,16,87.63636363636364,-0.494815140157371,-13.166353398190108,212.72727272727272,5.090909090909091,207.63636363636363,1.1128181818181817,3.826500629216541,3.5035799726293515,35.36363636363637,28.75092387287509
win95pts,Fges,1,87.18181818181819,-0.10969479653066389,-9.587944139778473,199.0909090909091,68.9090909090909,130.1818181818182,1.426909090909091,9.508927462062367,6.681073144694016,137.8181818181818,61.25252525252526
win95pts,Fges-faithfulness,1,69.27272727272727,-0.10759336684843106,-9.4400150273166,173.27272727272728,92.36363636363636,80.9090909090909,2.386090909090909,9.65685657452424,4.054413696716696,155.72727272727272,69.21212121212122
win95pts,GES,1,60.63636363636363,-0.21174795148009598,-9.427883750959568,161.45454545454547,88.18181818181819,73.27272727272727,1.8491818181818183,9.66898785088127,5.243962075322413,164.36363636363637,73.05050505050505
win95pts,pGES,2,62.54545454545455,-0.20004963722897132,-9.422763652807259,159.8181818181818,78.18181818181819,81.63636363636364,2.075090909090909,9.674107949033582,4.709042912906465,162.45454545454547,72.2020202020202
win95pts,pGES,4,55.63636363636363,-0.20022516319970773,-9.412300477594185,143.0909090909091,67.81818181818181,75.27272727272727,2.308909090909091,9.684571124246654,4.211325090432947,169.36363636363637,75.27272727272727
win95pts,pGES,8,60.63636363636363,-0.1989822540459435,-9.417350122120439,152.36363636363637,73.81818181818181,78.54545454545455,2.5136363636363637,9.6795214797204,3.9108061182223337,164.36363636363637,73.05050505050505
win95pts,pGES,16,54.72727272727273,-0.20150813114983526,-9.408790378999278,140.9090909090909,65.81818181818181,75.0909090909091,2.767,9.688081222841559,3.5238655137811987,170.27272727272728,75.67676767676767
win95pts,pGES-jc,2,60.27272727272727,-0.19995628823895242,-9.418745210385055,160.0,81.45454545454545,78.54545454545455,2.1424545454545454,9.678126391455784,4.541329696915662,164.72727272727272,73.2121212121212
win95pts,pGES-jc,4,57.81818181818182,-0.1995474321231435,-9.412555125050567,154.0,76.9090909090909,77.0909090909091,2.4016363636363636,9.684316476790272,4.047348902854449,167.1818181818182,74.3030303030303
win95pts,pGES-jc,8,61.27272727272727,-0.1994676518570884,-9.418049168332509,160.9090909090909,82.18181818181819,78.72727272727273,2.5542727272727275,9.67882243350833,3.7995147249580437,163.72727272727272,72.76767676767678
win95pts,pGES-jc,16,56.45454545454545,-0.20198013777765372,-9.414600245440853,148.0,71.27272727272727,76.72727272727273,2.8823636363636362,9.682271356399983,3.378839039119336,168.54545454545453,74.9090909090909
