algorithm, network, bbdd, threads, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, dfMM minus, Total iterations, Total time(s)
pges-jc,insurance,insurance.xbif50001246_,16,16,5,-1,29,-0.5047930162836578,-67843.79819361259,66.0,8.0,58.0,6,1.097
pges-jc,insurance,insurance.xbif50001246_,2,2,10,-1,27,-0.5451138033709371,-67865.65570944201,60.0,8.0,52.0,9,0.863
pges-jc,insurance,insurance.xbif50001246_,2,2,15,-1,24,-0.4537946196011647,-67656.58328518365,50.0,4.0,46.0,5,1.212
pges-jc,insurance,insurance.xbif50001246_,2,2,5,-1,29,-0.4539976599674598,-67719.00082588074,64.0,12.0,52.0,8,0.807
pges-jc,insurance,insurance.xbif50001246_,4,4,10,-1,29,-0.5161039092223267,-67883.56329880729,68.0,8.0,60.0,6,1.122
pges-jc,insurance,insurance.xbif50001246_,4,4,15,-1,31,-0.5271414677733309,-67895.31407000335,72.0,12.0,60.0,7,1.174
pges-jc,insurance,insurance.xbif50001246_,4,4,5,-1,28,-0.5090365522966076,-67989.71279217355,64.0,8.0,56.0,10,0.931
pges-jc,insurance,insurance.xbif50001246_,8,8,10,-1,24,-0.4824898113440142,-67656.58328518365,50.0,4.0,46.0,5,1.497
pges-jc,insurance,insurance.xbif50001246_,8,8,15,-1,24,-0.5056236709005905,-67832.39933350663,52.0,2.0,50.0,5,0.967
pges-jc,insurance,insurance.xbif50001246_,8,8,5,-1,27,-0.4656549941223023,-67707.14459172435,58.0,8.0,50.0,6,1.739
pges-jc,insurance,insurance.xbif50001_,16,16,10,-1,25,-0.46971661762826106,-67804.16077764712,58.0,4.0,54.0,5,1.104
pges-jc,insurance,insurance.xbif50001_,16,16,15,-1,23,-0.5058365215277278,-67806.24632475701,54.0,0.0,54.0,4,0.949
pges-jc,insurance,insurance.xbif50001_,16,16,5,-1,22,-0.5163533157641624,-67769.25766494502,52.0,0.0,52.0,5,0.949
pges-jc,insurance,insurance.xbif50001_,2,2,10,-1,24,-0.5118662320896151,-67879.63113051726,52.0,6.0,46.0,8,2.304
pges-jc,insurance,insurance.xbif50001_,2,2,15,-1,24,-0.45818129157418397,-68272.98140910268,54.0,4.0,50.0,5,1.955
pges-jc,insurance,insurance.xbif50001_,2,2,5,-1,24,-0.4630009723714759,-67684.00613427273,54.0,4.0,50.0,8,1.983
pges-jc,insurance,insurance.xbif50001_,4,4,10,-1,25,-0.516032914953557,-67875.42823391626,60.0,4.0,56.0,6,1.655
pges-jc,insurance,insurance.xbif50001_,4,4,15,-1,27,-0.5270704735045612,-67869.12558457837,64.0,8.0,56.0,7,1.046
pges-jc,insurance,insurance.xbif50001_,4,4,5,-1,21,-0.5129784101269119,-68040.81750621612,48.0,6.0,42.0,8,1.46
pges-jc,insurance,insurance.xbif50001_,8,8,10,-1,21,-0.4558982574872476,-67697.91377976604,44.0,0.0,44.0,5,1.211
pges-jc,insurance,insurance.xbif50001_,8,8,15,-1,20,-0.5146182502623715,-67742.03998468039,44.0,0.0,44.0,5,1.184
pges-jc,insurance,insurance.xbif50001_,8,8,5,-1,21,-0.48483326069070665,-67689.45958466326,44.0,0.0,44.0,7,1.03
pges-jc,insurance,insurance.xbif50002_,16,16,10,-1,21,-0.4597785225106248,-67142.52652235913,42.0,4.0,38.0,6,1.129
pges-jc,insurance,insurance.xbif50002_,16,16,15,-1,22,-0.4418583763123988,-67171.2321769546,44.0,6.0,38.0,4,1.041
pges-jc,insurance,insurance.xbif50002_,16,16,5,-1,22,-0.443535996020222,-67171.2321769546,44.0,6.0,38.0,5,1.025
pges-jc,insurance,insurance.xbif50002_,2,2,10,-1,23,-0.48508954724762354,-67282.78965833802,50.0,2.0,48.0,5,1.246
pges-jc,insurance,insurance.xbif50002_,2,2,15,-1,22,-0.4316339779131036,-67171.2321769546,44.0,6.0,38.0,6,1.386
pges-jc,insurance,insurance.xbif50002_,2,2,5,-1,21,-0.4998120578848003,-67396.33025809143,44.0,2.0,42.0,8,1.24
pges-jc,insurance,insurance.xbif50002_,4,4,10,-1,22,-0.4699807192499814,-67206.99747311125,44.0,4.0,40.0,5,1.158
pges-jc,insurance,insurance.xbif50002_,4,4,15,-1,24,-0.4738774140264328,-67260.16431942832,48.0,6.0,42.0,4,1.079
pges-jc,insurance,insurance.xbif50002_,4,4,5,-1,26,-0.4884470087651202,-67637.20505471184,52.0,12.0,40.0,6,0.869
pges-jc,insurance,insurance.xbif50002_,8,8,10,-1,23,-0.5001727821107592,-67282.78965833802,50.0,2.0,48.0,5,1.229
pges-jc,insurance,insurance.xbif50002_,8,8,15,-1,20,-0.49308134949296095,-67082.51717521875,40.0,4.0,36.0,5,1.174
pges-jc,insurance,insurance.xbif50002_,8,8,5,-1,21,-0.48139022493937955,-67274.50109149753,42.0,4.0,38.0,6,0.909
pges-jc,insurance,insurance.xbif50003_,16,16,10,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,5,1.079
pges-jc,insurance,insurance.xbif50003_,16,16,15,-1,24,0.0,-67802.38676711256,56.0,4.0,52.0,4,1.044
pges-jc,insurance,insurance.xbif50003_,16,16,5,-1,23,0.0,-67873.24680897532,54.0,0.0,54.0,5,0.966
pges-jc,insurance,insurance.xbif50003_,2,2,10,-1,23,0.0,-67862.88805359551,52.0,4.0,48.0,7,0.792
pges-jc,insurance,insurance.xbif50003_,2,2,15,-1,23,0.0,-68311.68940306129,48.0,6.0,42.0,5,0.689
pges-jc,insurance,insurance.xbif50003_,2,2,5,-1,22,0.0,-67795.74820900627,48.0,4.0,44.0,8,1.334
pges-jc,insurance,insurance.xbif50003_,4,4,10,-1,25,0.0,-67887.78157043473,60.0,4.0,56.0,6,1.484
pges-jc,insurance,insurance.xbif50003_,4,4,15,-1,25,0.0,-67894.20707113261,56.0,4.0,52.0,5,1.396
pges-jc,insurance,insurance.xbif50003_,4,4,5,-1,24,0.0,-68313.93576914861,52.0,8.0,44.0,7,1.15
pges-jc,insurance,insurance.xbif50003_,8,8,10,-1,20,0.0,-67696.73599454155,42.0,0.0,42.0,5,1.546
pges-jc,insurance,insurance.xbif50003_,8,8,15,-1,20,0.0,-67766.21317304924,44.0,0.0,44.0,5,1.415
pges-jc,insurance,insurance.xbif50003_,8,8,5,-1,23,0.0,-67732.76222804042,50.0,4.0,46.0,6,0.952
pges-jc,insurance,insurance.xbif50004_,16,16,10,-1,23,0.0,-67470.21816585667,48.0,4.0,44.0,5,1.041
pges-jc,insurance,insurance.xbif50004_,16,16,15,-1,23,0.0,-67490.31155127657,48.0,6.0,42.0,3,1.065
pges-jc,insurance,insurance.xbif50004_,16,16,5,-1,25,0.0,-67656.41401411133,52.0,8.0,44.0,5,1.019
pges-jc,insurance,insurance.xbif50004_,2,2,10,-1,24,0.0,-67575.58372220882,50.0,2.0,48.0,5,0.613
pges-jc,insurance,insurance.xbif50004_,2,2,15,-1,23,0.0,-67496.1476850133,48.0,4.0,44.0,6,0.756
pges-jc,insurance,insurance.xbif50004_,2,2,5,-1,28,0.0,-67654.9399607904,60.0,8.0,52.0,9,0.844
pges-jc,insurance,insurance.xbif50004_,4,4,10,-1,23,0.0,-67473.60146092987,48.0,6.0,42.0,5,0.849
pges-jc,insurance,insurance.xbif50004_,4,4,15,-1,25,0.0,-67535.72021794014,52.0,6.0,46.0,4,0.761
pges-jc,insurance,insurance.xbif50004_,4,4,5,-1,27,0.0,-67526.87275223628,60.0,8.0,52.0,7,1.216
pges-jc,insurance,insurance.xbif50004_,8,8,10,-1,24,0.0,-67575.58372220882,50.0,2.0,48.0,5,1.194
pges-jc,insurance,insurance.xbif50004_,8,8,15,-1,20,0.0,-67371.34139913313,42.0,4.0,38.0,5,1.231
pges-jc,insurance,insurance.xbif50004_,8,8,5,-1,23,0.0,-67496.1476850133,48.0,4.0,44.0,7,0.94
pges-jc,insurance,insurance.xbif50005_,16,16,10,-1,20,-0.5090399607469733,-67813.1477003641,44.0,0.0,44.0,5,1.106
pges-jc,insurance,insurance.xbif50005_,16,16,15,-1,24,-0.512333085798143,-67832.8988150559,56.0,4.0,52.0,4,1.051
pges-jc,insurance,insurance.xbif50005_,16,16,5,-1,23,-0.5256710701542903,-67997.98338156719,54.0,0.0,54.0,5,1.025
pges-jc,insurance,insurance.xbif50005_,2,2,10,-1,23,-0.5424683440701283,-67950.97482036627,52.0,4.0,48.0,8,0.713
pges-jc,insurance,insurance.xbif50005_,2,2,15,-1,24,-0.46383689971562264,-68409.18079736686,50.0,4.0,46.0,5,0.673
pges-jc,insurance,insurance.xbif50005_,2,2,5,-1,28,-0.4675542232278482,-67895.28099561203,62.0,10.0,52.0,8,0.949
pges-jc,insurance,insurance.xbif50005_,4,4,10,-1,25,-0.5185566442766602,-67940.93452776833,60.0,4.0,56.0,6,1.421
pges-jc,insurance,insurance.xbif50005_,4,4,15,-1,29,-0.5440235339473465,-68018.47820582482,64.0,8.0,56.0,7,1.243
pges-jc,insurance,insurance.xbif50005_,4,4,5,-1,30,-0.5478872702244368,-69328.92926874525,68.0,12.0,56.0,7,1.096
pges-jc,insurance,insurance.xbif50005_,8,8,10,-1,20,-0.4824188170752444,-67726.10477116234,42.0,0.0,42.0,5,1.037
pges-jc,insurance,insurance.xbif50005_,8,8,15,-1,22,-0.4983584824150309,-67855.35072729329,46.0,2.0,44.0,5,1.194
pges-jc,insurance,insurance.xbif50005_,8,8,5,-1,19,-0.4857846252693239,-67703.86951707286,40.0,0.0,40.0,6,0.902
pges-jc,insurance,insurance.xbif50006_,16,16,10,-1,26,-0.5091241300500277,-68055.57411647732,60.0,4.0,56.0,5,1.057
pges-jc,insurance,insurance.xbif50006_,16,16,15,-1,28,-0.5124040800669126,-68052.47294517461,64.0,8.0,56.0,4,1.04
pges-jc,insurance,insurance.xbif50006_,16,16,5,-1,29,-0.5233993557041392,-68193.10452818716,66.0,8.0,58.0,5,0.98
pges-jc,insurance,insurance.xbif50006_,2,2,10,-1,28,-0.4788485158294406,-67940.24115468857,62.0,8.0,54.0,6,0.666
pges-jc,insurance,insurance.xbif50006_,2,2,15,-1,24,-0.4921434022423873,-67907.08830974408,50.0,4.0,46.0,5,0.804
pges-jc,insurance,insurance.xbif50006_,2,2,5,-1,24,-0.51636676577824,-68019.32010023012,52.0,4.0,48.0,9,1.165
pges-jc,insurance,insurance.xbif50006_,4,4,10,-1,34,-0.5624124948265883,-68552.54782707787,78.0,18.0,60.0,5,0.653
pges-jc,insurance,insurance.xbif50006_,4,4,15,-1,27,-0.5313961811968144,-68135.64664118047,60.0,8.0,52.0,4,0.746
pges-jc,insurance,insurance.xbif50006_,4,4,5,-1,24,-0.48117804951407667,-67907.08830974408,50.0,4.0,46.0,6,0.9
pges-jc,insurance,insurance.xbif50006_,8,8,10,-1,24,-0.4778538059986457,-67907.08830974408,50.0,4.0,46.0,7,1.261
pges-jc,insurance,insurance.xbif50006_,8,8,15,-1,27,-0.5297217696209611,-68135.64664118047,60.0,8.0,52.0,4,0.819
pges-jc,insurance,insurance.xbif50006_,8,8,5,-1,29,-0.5586110600217203,-68335.35724003408,68.0,14.0,54.0,6,1.126
pges-jc,insurance,insurance.xbif50007_,16,16,10,-1,25,-0.47684789614876083,-67587.74727948938,56.0,8.0,48.0,5,1.125
pges-jc,insurance,insurance.xbif50007_,16,16,15,-1,28,-0.5147089619648532,-67630.20235096655,64.0,8.0,56.0,5,1.401
pges-jc,insurance,insurance.xbif50007_,16,16,5,-1,32,-0.4968076416522403,-68231.97036223472,72.0,12.0,60.0,6,1.1
pges-jc,insurance,insurance.xbif50007_,2,2,10,-1,24,-0.51636676577824,-67590.59922649202,52.0,4.0,48.0,7,0.775
pges-jc,insurance,insurance.xbif50007_,2,2,15,-1,24,-0.4682255911505421,-68193.45218807267,50.0,4.0,46.0,5,0.71
pges-jc,insurance,insurance.xbif50007_,2,2,5,-1,27,-0.4811807751485033,-67569.84110113927,58.0,8.0,50.0,8,0.869
pges-jc,insurance,insurance.xbif50007_,4,4,10,-1,28,-0.5137864639306099,-67627.81428740357,64.0,8.0,56.0,6,0.729
pges-jc,insurance,insurance.xbif50007_,4,4,15,-1,27,-0.5178641207342503,-67682.71725974858,60.0,8.0,52.0,5,0.902
pges-jc,insurance,insurance.xbif50007_,4,4,5,-1,29,-0.51082306662125,-67950.94201292282,68.0,12.0,56.0,8,0.88
pges-jc,insurance,insurance.xbif50007_,8,8,10,-1,24,-0.5060322686203524,-67544.12035209102,50.0,4.0,46.0,5,1.066
pges-jc,insurance,insurance.xbif50007_,8,8,15,-1,24,-0.5146892445311413,-67590.59922649202,52.0,4.0,48.0,5,1.011
pges-jc,insurance,insurance.xbif50007_,8,8,5,-1,27,-0.4811807751485033,-67569.84110113927,58.0,8.0,50.0,6,1.12
pges-jc,insurance,insurance.xbif50008_,16,16,10,-1,28,-0.5124040800669126,-67656.84928333716,64.0,8.0,56.0,5,1.067
pges-jc,insurance,insurance.xbif50008_,16,16,15,-1,24,-0.5028759648648378,-67641.28154985272,52.0,4.0,48.0,4,1.04
pges-jc,insurance,insurance.xbif50008_,16,16,5,-1,26,-0.5164243100329321,-67665.11573878417,60.0,4.0,56.0,6,1.132
pges-jc,insurance,insurance.xbif50008_,2,2,10,-1,26,-0.5370885840376811,-67742.34458694723,56.0,6.0,50.0,6,0.769
pges-jc,insurance,insurance.xbif50008_,2,2,15,-1,24,-0.5280830271137409,-67641.28154985272,52.0,4.0,48.0,5,0.698
pges-jc,insurance,insurance.xbif50008_,2,2,5,-1,27,-0.5071393570723571,-67759.64613304581,58.0,6.0,52.0,9,0.752
pges-jc,insurance,insurance.xbif50008_,4,4,10,-1,43,-0.416043790250091,-69830.96579765498,110.0,40.0,70.0,5,0.743
pges-jc,insurance,insurance.xbif50008_,4,4,15,-1,24,-0.5105712639355919,-67641.28154985272,52.0,4.0,48.0,5,1.209
pges-jc,insurance,insurance.xbif50008_,4,4,5,-1,28,-0.5097518574378448,-67680.3532525141,60.0,8.0,52.0,7,0.742
pges-jc,insurance,insurance.xbif50008_,8,8,10,-1,24,-0.51636676577824,-67641.28154985272,52.0,4.0,48.0,6,1.972
pges-jc,insurance,insurance.xbif50008_,8,8,15,-1,28,-0.49871870911555083,-68058.5146112753,60.0,8.0,52.0,5,1.931
pges-jc,insurance,insurance.xbif50008_,8,8,5,-1,28,-0.5578705280388184,-67746.78747017229,60.0,6.0,54.0,5,0.813
pges-jc,insurance,insurance.xbif50009_,16,16,10,-1,27,-0.5091855927726924,-68067.79422014757,58.0,8.0,50.0,4,0.968
pges-jc,insurance,insurance.xbif50009_,16,16,15,-1,30,-0.4942762220472234,-68140.99303868618,68.0,8.0,60.0,4,1.018
pges-jc,insurance,insurance.xbif50009_,16,16,5,-1,32,-0.4953511011810319,-68474.97470812748,72.0,10.0,62.0,6,1.072
pges-jc,insurance,insurance.xbif50009_,2,2,10,-1,25,-0.5070781807478866,-68083.65889419321,54.0,4.0,50.0,7,0.693
pges-jc,insurance,insurance.xbif50009_,2,2,15,-1,24,-0.4682255911505421,-68587.41103493053,50.0,4.0,46.0,5,0.694
pges-jc,insurance,insurance.xbif50009_,2,2,5,-1,32,-0.45061093816010306,-68111.96236191149,72.0,12.0,60.0,9,0.79
pges-jc,insurance,insurance.xbif50009_,4,4,10,-1,29,-0.5070216082233595,-68109.71970272933,66.0,8.0,58.0,6,1.202
pges-jc,insurance,insurance.xbif50009_,4,4,15,-1,28,-0.5204331845906077,-68181.5292264776,62.0,8.0,54.0,5,1.212
pges-jc,insurance,insurance.xbif50009_,4,4,5,-1,30,-0.4858914662178208,-68579.35606742254,72.0,18.0,54.0,8,0.824
pges-jc,insurance,insurance.xbif50009_,8,8,10,-1,25,-0.47951170903235535,-68039.62465448478,52.0,4.0,48.0,5,0.985
pges-jc,insurance,insurance.xbif50009_,8,8,15,-1,29,-0.5053440869762609,-68109.71970272933,66.0,8.0,58.0,5,0.968
pges-jc,insurance,insurance.xbif50009_,8,8,5,-1,25,-0.4546561387191983,-68039.62465448478,52.0,4.0,48.0,6,0.944
pges-jc,insurance,insurance.xbif_,16,16,10,-1,24,-0.5091109550157429,-68093.78708528273,52.0,4.0,48.0,5,1.027
pges-jc,insurance,insurance.xbif_,16,16,15,-1,28,-0.5124040800669126,-68098.69003474968,64.0,8.0,56.0,4,1.07
pges-jc,insurance,insurance.xbif_,16,16,5,-1,28,-0.5256517418908379,-68286.38167488674,64.0,6.0,58.0,5,0.977
pges-jc,insurance,insurance.xbif_,2,2,10,-1,24,-0.5280830271137409,-68093.78708528273,52.0,4.0,48.0,6,2.037
pges-jc,insurance,insurance.xbif_,2,2,15,-1,28,-0.4898138685577513,-68029.52823360181,62.0,8.0,54.0,5,2.028
pges-jc,insurance,insurance.xbif_,2,2,5,-1,24,-0.4906143612646216,-68034.11514963434,50.0,4.0,46.0,8,2.075
pges-jc,insurance,insurance.xbif_,4,4,10,-1,25,-0.46708676669897287,-68049.81907623244,52.0,4.0,48.0,5,1.458
pges-jc,insurance,insurance.xbif_,4,4,15,-1,24,-0.5105712639355919,-68093.78708528273,52.0,4.0,48.0,6,1.554
pges-jc,insurance,insurance.xbif_,4,4,5,-1,28,-0.5097518574378448,-68118.15628769074,60.0,8.0,52.0,8,0.905
pges-jc,insurance,insurance.xbif_,8,8,10,-1,24,-0.4778538059986457,-68024.62528413486,50.0,4.0,46.0,6,1.022
pges-jc,insurance,insurance.xbif_,8,8,15,-1,24,-0.5105712639355919,-68093.78708528273,52.0,4.0,48.0,5,1.051
pges-jc,insurance,insurance.xbif_,8,8,5,-1,24,-0.5055997264785669,-68118.9808773803,52.0,4.0,48.0,7,1.146
pges-jc,link,link.xbif50001246_,16,16,10,-1,967,-0.48371627972246356,-1139698.460170142,1988.0,730.0,1258.0,17,739.699
pges-jc,link,link.xbif50001246_,16,16,15,-1,980,-0.48826100203449285,-1136931.7351762739,2012.0,740.0,1272.0,12,510.761
pges-jc,link,link.xbif50001246_,16,16,5,-1,1067,-0.4927154328523191,-1179939.3004510112,2238.0,922.0,1316.0,28,1062.719
pges-jc,link,link.xbif50001246_,2,2,10,-1,1210,-0.49377522214037733,-1191962.255444094,2492.0,1140.0,1352.0,56,1284.128
pges-jc,link,link.xbif50001246_,2,2,15,-1,1151,-0.48273469798251195,-1178055.7136245533,2400.0,1010.0,1390.0,38,1111.96
pges-jc,link,link.xbif50001246_,2,2,5,-1,1325,-0.4752176727395386,-1228789.576055742,2768.0,1186.0,1582.0,100,1424.658
pges-jc,link,link.xbif50001246_,4,4,10,-1,932,-0.4974550578784042,-1138021.8520623415,1892.0,658.0,1234.0,34,1017.07
pges-jc,link,link.xbif50001246_,4,4,15,-1,942,-0.4875517780403355,-1131607.0973391535,1926.0,650.0,1276.0,24,904.198
pges-jc,link,link.xbif50001246_,4,4,5,-1,1007,-0.49334066414042,-1169804.1257735963,2080.0,778.0,1302.0,65,1371.236
pges-jc,link,link.xbif50001246_,8,8,10,-1,986,-0.4827183310035197,-1162236.7062695508,2064.0,788.0,1276.0,26,720.649
pges-jc,link,link.xbif50001246_,8,8,15,-1,980,-0.49301893243907235,-1156857.4516467608,2042.0,736.0,1306.0,17,448.523
pges-jc,link,link.xbif50001246_,8,8,5,-1,1103,-0.48750505040151987,-1187133.6898036387,2306.0,984.0,1322.0,45,1122.484
pges-jc,link,link.xbif50001_,16,16,10,-1,991,-0.4876970664779153,-1160350.5576259298,2052.0,716.0,1336.0,18,861.457
pges-jc,link,link.xbif50001_,16,16,15,-1,1021,-0.49026212717682655,-1164946.0149893041,2136.0,776.0,1360.0,14,702.742
pges-jc,link,link.xbif50001_,16,16,5,-1,951,-0.48043397289191525,-1154493.5810125002,1940.0,736.0,1204.0,31,1512.678
pges-jc,link,link.xbif50001_,2,2,10,-1,1081,-0.4907382010974521,-1168484.4480450097,2256.0,900.0,1356.0,65,3671.03
pges-jc,link,link.xbif50001_,2,2,15,-1,1071,-0.48461023994283187,-1167377.5054962558,2208.0,818.0,1390.0,45,3365.718
pges-jc,link,link.xbif50001_,2,2,5,-1,1106,-0.49977519883492405,-1231614.0054043566,2348.0,650.0,1698.0,100,3545.311
pges-jc,link,link.xbif50001_,4,4,10,-1,999,-0.49084919656767,-1160130.5206210283,2078.0,730.0,1348.0,37,1473.735
pges-jc,link,link.xbif50001_,4,4,15,-1,988,-0.4865892997346989,-1155973.1273070148,2038.0,704.0,1334.0,27,1394.894
pges-jc,link,link.xbif50001_,4,4,5,-1,1009,-0.48783941327885316,-1177090.8853882388,2112.0,812.0,1300.0,69,1675.289
pges-jc,link,link.xbif50001_,8,8,10,-1,1042,-0.48464493476752757,-1158978.003582519,2196.0,896.0,1300.0,30,915.503
pges-jc,link,link.xbif50001_,8,8,15,-1,982,-0.48740164013116727,-1162177.7058370875,2054.0,784.0,1270.0,26,906.471
pges-jc,link,link.xbif50001_,8,8,5,-1,1021,-0.48427638288057573,-1165325.0819518892,2118.0,900.0,1218.0,46,1152.114
pges-jc,link,link.xbif50002_,16,16,10,-1,961,-0.49907650822726524,-1148258.9264992166,1956.0,664.0,1292.0,14,527.077
pges-jc,link,link.xbif50002_,16,16,15,-1,1005,-0.49895048673760795,-1153382.4612903798,2060.0,722.0,1338.0,11,460.897
pges-jc,link,link.xbif50002_,16,16,5,-1,1016,-0.4985596562727614,-1168193.3594247536,2100.0,792.0,1308.0,25,961.783
pges-jc,link,link.xbif50002_,2,2,10,-1,1106,-0.4888478712620463,-1187048.5868729611,2282.0,930.0,1352.0,55,1226.455
pges-jc,link,link.xbif50002_,2,2,15,-1,1151,-0.4990455135900824,-1175433.5703326128,2396.0,996.0,1400.0,38,1149.497
pges-jc,link,link.xbif50002_,2,2,5,-1,1349,-0.48243101245431447,-1237198.2600167054,2942.0,1370.0,1572.0,100,1482.505
pges-jc,link,link.xbif50002_,4,4,10,-1,993,-0.49474144034226164,-1154563.4274230732,2056.0,778.0,1278.0,37,1296.523
pges-jc,link,link.xbif50002_,4,4,15,-1,985,-0.4976177535913413,-1158282.250553371,2030.0,754.0,1276.0,30,1299.785
pges-jc,link,link.xbif50002_,4,4,5,-1,1019,-0.49169628987226094,-1178059.5891465025,2130.0,848.0,1282.0,68,1592.319
pges-jc,link,link.xbif50002_,8,8,10,-1,1069,-0.49642445270874497,-1171981.7111210022,2230.0,940.0,1290.0,20,497.066
pges-jc,link,link.xbif50002_,8,8,15,-1,1021,-0.499954163186773,-1156047.0230026557,2096.0,768.0,1328.0,13,326.768
pges-jc,link,link.xbif50002_,8,8,5,-1,975,-0.4910322590172124,-1162980.523881435,1998.0,758.0,1240.0,35,757.155
pges-jc,link,link.xbif50003_,16,16,10,-1,1043,0.0,-1165213.052648467,2190.0,878.0,1312.0,17,783.828
pges-jc,link,link.xbif50003_,16,16,15,-1,1019,0.0,-1151947.8099872137,2102.0,762.0,1340.0,12,526.512
pges-jc,link,link.xbif50003_,16,16,5,-1,1042,0.0,-1171617.6510442898,2238.0,978.0,1260.0,30,1387.408
pges-jc,link,link.xbif50003_,2,2,10,-1,1287,0.0,-1205065.5706217636,2962.0,1510.0,1452.0,69,3454.686
pges-jc,link,link.xbif50003_,2,2,15,-1,1097,0.0,-1172063.9805775522,2278.0,904.0,1374.0,47,3188.711
pges-jc,link,link.xbif50003_,2,2,5,-1,1155,0.0,-1214866.4292258534,2458.0,766.0,1692.0,100,3143.995
pges-jc,link,link.xbif50003_,4,4,10,-1,947,0.0,-1138517.888928595,1950.0,662.0,1288.0,42,1662.505
pges-jc,link,link.xbif50003_,4,4,15,-1,994,0.0,-1132882.4357118476,2042.0,752.0,1290.0,29,1544.994
pges-jc,link,link.xbif50003_,4,4,5,-1,990,0.0,-1155715.286708722,2044.0,730.0,1314.0,73,1943.435
pges-jc,link,link.xbif50003_,8,8,10,-1,1088,0.0,-1166503.0589155324,2448.0,1140.0,1308.0,27,826.404
pges-jc,link,link.xbif50003_,8,8,15,-1,968,0.0,-1143455.2333591047,2002.0,742.0,1260.0,19,597.421
pges-jc,link,link.xbif50003_,8,8,5,-1,1049,0.0,-1175655.6887789648,2204.0,936.0,1268.0,43,989.747
pges-jc,link,link.xbif50004_,16,16,10,-1,996,0.0,-1153247.3854160893,2058.0,842.0,1216.0,21,1102.168
pges-jc,link,link.xbif50004_,16,16,15,-1,975,0.0,-1143135.528168348,2006.0,722.0,1284.0,15,742.28
pges-jc,link,link.xbif50004_,16,16,5,-1,995,0.0,-1153994.1877318744,2036.0,882.0,1154.0,36,1796.551
pges-jc,link,link.xbif50004_,2,2,10,-1,1347,0.0,-1173817.7512252834,2918.0,1612.0,1306.0,57,965.675
pges-jc,link,link.xbif50004_,2,2,15,-1,1158,0.0,-1167648.362388796,2384.0,1050.0,1334.0,37,737.232
pges-jc,link,link.xbif50004_,2,2,5,-1,1403,0.0,-1236751.688627558,3050.0,1478.0,1572.0,100,1086.859
pges-jc,link,link.xbif50004_,4,4,10,-1,988,0.0,-1158811.396246538,2044.0,792.0,1252.0,38,1134.096
pges-jc,link,link.xbif50004_,4,4,15,-1,989,0.0,-1147446.8197349133,2044.0,782.0,1262.0,25,933.244
pges-jc,link,link.xbif50004_,4,4,5,-1,977,0.0,-1164297.4842710767,2004.0,770.0,1234.0,65,1225.898
pges-jc,link,link.xbif50004_,8,8,10,-1,976,0.0,-1155846.8359567334,2004.0,776.0,1228.0,30,826.112
pges-jc,link,link.xbif50004_,8,8,15,-1,999,0.0,-1155586.8764418717,2070.0,786.0,1284.0,19,528.778
pges-jc,link,link.xbif50004_,8,8,5,-1,982,0.0,-1164824.2082893662,2040.0,832.0,1208.0,47,1064.872
pges-jc,link,link.xbif50005_,16,16,10,-1,942,0.0,-1152049.868748359,1940.0,698.0,1242.0,15,632.555
pges-jc,link,link.xbif50005_,16,16,15,-1,980,0.0,-1154937.8470586769,2036.0,762.0,1274.0,11,462.767
pges-jc,link,link.xbif50005_,16,16,5,-1,906,0.0,-1133944.8308551535,1828.0,628.0,1200.0,25,987.485
pges-jc,link,link.xbif50005_,2,2,10,-1,1070,-0.48979751997072807,-1162340.8588262103,2212.0,894.0,1318.0,65,3154.113
pges-jc,link,link.xbif50005_,2,2,15,-1,987,0.0,-1152043.7703434727,2024.0,732.0,1292.0,45,2847.883
pges-jc,link,link.xbif50005_,2,2,5,-1,1169,0.0,-1205038.4157389647,2472.0,740.0,1732.0,100,2972.997
pges-jc,link,link.xbif50005_,4,4,10,-1,910,0.0,-1136362.4344360025,1862.0,682.0,1180.0,35,1493.582
pges-jc,link,link.xbif50005_,4,4,15,-1,934,0.0,-1142303.7204230458,1928.0,690.0,1238.0,27,1278.545
pges-jc,link,link.xbif50005_,4,4,5,-1,964,0.0,-1169135.0142897887,2024.0,826.0,1198.0,66,1813.021
pges-jc,link,link.xbif50005_,8,8,10,-1,960,0.0,-1150282.1609322736,2006.0,748.0,1258.0,26,826.882
pges-jc,link,link.xbif50005_,8,8,15,-1,973,0.0,-1151335.5813301217,2002.0,728.0,1274.0,19,770.826
pges-jc,link,link.xbif50005_,8,8,5,-1,986,0.0,-1154113.3723522425,2036.0,756.0,1280.0,48,1128.887
pges-jc,link,link.xbif50006_,16,16,10,-1,1007,0.0,-1150420.5786019235,2058.0,728.0,1330.0,16,659.777
pges-jc,link,link.xbif50006_,16,16,15,-1,958,0.0,-1136502.411195977,1936.0,668.0,1268.0,12,518.454
pges-jc,link,link.xbif50006_,16,16,5,-1,968,0.0,-1159072.556852184,1962.0,760.0,1202.0,28,1123.22
pges-jc,link,link.xbif50006_,2,2,10,-1,1248,0.0,-1173534.9249330587,2586.0,1232.0,1354.0,56,1185.405
pges-jc,link,link.xbif50006_,2,2,15,-1,1133,0.0,-1163164.8322134216,2398.0,1056.0,1342.0,38,1021.564
