algorithm,network,bbdd,threads,interleaving,seed,SHD,LL Score,BDeu Score,dfMM,dfMM plus,dfMM minus,Total iterations,Total time(s)
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,10,2,199,-0.5484629218909117,-476532.13620386756,2.0269058295964126,110.0,342.0,13,234
phc,parallelbns/res/networks/andes,andes.xbif50003_,8,10,23,264,-0.5462353795515089,-479072.9402834015,3.004484304932735,306.0,364.0,10,1119
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,10,5,207,-0.5436550194806419,-476250.2739361866,2.1345291479820627,126.0,350.0,12,302
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,10,3,204,-0.544578606755343,-476706.71686222224,2.1524663677130045,142.0,338.0,15,570
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,10,11,226,-0.5445797100319159,-476872.52517952304,2.367713004484305,176.0,352.0,12,287
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,10,7,219,-0.5437144765415322,-477237.41780580365,2.295964125560538,156.0,356.0,13,627
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,10,17,246,-0.5488190914470635,-478113.8450798374,2.717488789237668,240.0,366.0,11,268
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,10,19,202,-0.5483718227967488,-476298.49494571926,2.1704035874439462,134.0,350.0,16,344
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,10,23,223,-0.5437135519052725,-476823.7938286937,2.31390134529148,170.0,346.0,14,11283
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,10,13,204,-0.541645255086422,-476395.4648285153,2.0,104.0,342.0,14,922
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,10,23,238,-0.54636968929688,-477548.95327960025,2.475336322869955,190.0,362.0,12,344
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,15,2,218,-0.5478845424676165,-476093.3672396184,2.3497757847533634,176.0,348.0,14,230
ges,parallelbns/res/networks/andes,andes.xbif50003_,0,2147483647,-1,193,-0.42013712655218316,-476845.96037059365,1.883408071748879,56.0,364.0,0,646
pges,parallelbns/res/networks/andes,andes.xbif50003_,8,15,3,205,-0.5467592146862377,-475846.9837190977,2.116591928251121,122.0,350.0,13,497
pfhcbes,parallelbns/res/networks/andes,andes.xbif50003_,8,10,29,219,-0.5413703570019943,-477340.20423185045,2.2780269058295963,152.0,356.0,12,1358
