algorithm, network, bbdd, thread, interleaving, seed, SHD, LL Score, BDeu Score, dfMM, dfMM plus, Total iterations, Total time(s)
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,3,49,-1.1206623138115759,-259609.21064995567,1.8214285714285714,28.0,74.0,6,7
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,7,52,-0.9980295797179833,-259930.35143992197,1.8571428571428572,28.0,76.0,5,6
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,13,48,-1.0247076285202739,-259648.55628921007,1.7142857142857142,20.0,76.0,5,5
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,11,54,-1.0850020556463476,-260313.28603007694,2.0357142857142856,36.0,78.0,5,5
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,17,48,-1.112864813733538,-259846.69343978644,1.7857142857142858,26.0,74.0,5,7
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,19,44,-1.0832228169731777,-259329.55208843172,1.5714285714285714,14.0,74.0,5,5
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,23,44,-1.0607836180358583,-259159.12817537744,1.5714285714285714,14.0,74.0,5,5
phc,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,29,62,-1.0461227524664776,-263000.39692423615,2.4285714285714284,54.0,82.0,6,6
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,3,54,-1.0644899910384533,-259578.9224157975,2.0,34.0,78.0,5,6
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,2,59,-1.0455101830049411,-260295.72800154498,2.142857142857143,40.0,80.0,7,8
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,7,50,-1.1333489445695235,-260046.11393853268,1.7857142857142858,22.0,78.0,5,5
pfhcbes,parallelbns/res/networks/hailfinder,hailfinder.xbif_,4,10,5,57,-1.0989284606356873,-260789.02563072726,2.107142857142857,40.0,78.0,5,8
