algorithm,network,bbdd,threads,itLimit,exploitConst,numSwaps,probSwap,bdeuMCTS,iteration,time
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,564,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,565,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,566,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,567,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,568,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,569,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,570,0.011
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,571,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,572,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,573,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,574,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,575,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,576,0.003
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,577,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,578,0.012
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,579,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,580,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,581,0.003
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,582,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,583,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,584,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,585,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,586,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,587,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,588,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,589,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,590,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,591,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,592,0.015
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,593,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,594,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,595,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,596,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,597,0.003
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,598,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,599,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,600,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,601,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,602,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,603,0.003
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,604,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,605,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,606,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,607,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,608,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,609,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,610,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,611,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,612,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,613,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,614,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,615,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,616,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,617,0.012
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,618,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,619,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,620,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,621,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,622,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,623,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,624,0.018
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,625,0.01
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,626,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,627,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,628,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,629,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,630,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,631,0.014
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,632,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,633,0.01
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,634,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,635,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,636,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,637,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,638,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,639,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,640,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,641,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,642,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,643,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,644,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,645,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,646,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,647,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,648,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,649,0.012
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,650,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,651,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,652,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,653,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,654,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,655,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,656,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,657,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,658,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,659,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,660,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,661,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,662,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,663,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,664,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,665,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,666,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,667,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,668,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,669,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,670,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,671,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,672,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,673,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,674,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,675,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,676,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,677,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,678,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,679,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,680,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,681,0.012
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,682,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,683,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,684,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,685,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,686,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,687,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,688,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,689,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,690,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,691,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,692,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,693,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,694,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,695,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,696,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,697,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,698,0.01
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,699,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,700,0.01
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,701,0.013
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,702,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,703,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,704,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,705,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,706,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,707,0.01
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,708,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,709,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,710,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,711,0.014
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,712,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,713,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,714,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,715,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,716,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,717,0.019
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,718,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,719,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,720,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,721,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,722,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,723,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,724,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,725,0.01
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,726,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,727,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,728,0.003
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,729,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,730,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,731,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,732,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,733,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,734,0.01
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,735,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,736,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,737,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,738,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,739,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,740,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,741,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,742,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,743,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,744,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,745,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,746,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,747,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,748,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,749,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,750,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,751,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,752,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,753,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,754,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,755,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,756,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,757,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,758,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,759,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,760,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,761,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,762,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,763,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,764,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,765,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,766,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,767,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,768,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,769,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,770,0.01
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,771,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,772,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,773,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,774,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,775,0.01
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,776,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,777,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,778,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,779,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,780,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,781,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,782,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,783,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,784,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,785,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,786,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,787,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,788,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,789,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,790,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,791,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,792,0.01
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,793,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,794,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,795,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,796,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,797,0.012
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,798,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,799,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,800,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,801,0.017
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,802,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,803,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,804,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,805,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,806,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,807,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,808,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,809,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,810,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,811,0.011
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,812,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,813,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,814,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,815,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,816,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,817,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,818,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,819,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,820,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,821,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,822,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,823,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,824,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,825,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,826,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,827,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,828,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,829,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,830,0.009
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,831,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,832,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,833,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,834,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,835,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,836,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,837,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,838,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,839,0.006
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,840,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,841,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,842,0.007
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,843,0.004
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,844,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,845,0.005
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,846,0.008
mcts,alarm,alarm.xbif_,32,1250,50.0,0.0,0.0,-53961.414802607294,847,0.008
